plotid,sampleid,sample_internal_id,lon,lat,imagery_title,for2000,for2008,for2021,fcc_p1,fcc_p2,for2021_fnf,Dec1999,Dec2000,Dec2007,Dec2008,Dec2020,Dec2021,gain,lossyear,treecover2000
662,10583,750589055,166.11141111516454,-21.732755494333432,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
662,10584,750589056,166.11141111516454,-21.73248599999999,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,4,4,0,NA,45
662,10585,750589057,166.11141111516454,-21.73221650516129,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
663,10593,750589058,166.11402788323693,-21.733547494333436,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,0
663,10594,750589059,166.11402788323693,-21.733278000000013,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,0
663,10595,750589060,166.11402788323693,-21.73300850516128,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,3,3,3,3,3,3,0,NA,55
663,10596,750589061,166.11431800000005,-21.733547494333436,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,0
663,10597,750589062,166.11431800000005,-21.733278000000013,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,6
663,10598,750589063,166.11431800000005,-21.73300850516128,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,55
663,10599,750589064,166.1146081167631,-21.733547494333436,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,6,6,6,6,4,4,0,NA,58
663,10600,750589065,166.1146081167631,-21.733278000000013,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,1,1,2,2,2,2,0,NA,62
663,10601,750589066,166.1146081167631,-21.73300850516128,Othophoto_2010,Forest,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,97
664,10609,750589067,166.05051887911708,-21.735588494333413,NA,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,97
664,10610,750589068,166.05051887911708,-21.735319000000004,NA,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,75
664,10611,750589069,166.05051887911708,-21.735049505161257,NA,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,3,3,0,11,81
664,10612,750589070,166.050809,-21.735588494333413,NA,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,98
664,10613,750589071,166.050809,-21.735319000000004,NA,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,7,90
664,10614,750589072,166.050809,-21.735049505161257,NA,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,3,3,0,11,97
664,10615,750589073,166.05109912088295,-21.735588494333413,NA,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,2,2,0,NA,98
664,10616,750589074,166.05109912088295,-21.735319000000004,NA,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,3,3,0,NA,90
664,10617,750589075,166.05109912088295,-21.735049505161257,NA,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,3,3,0,NA,84
665,10625,750589076,166.050230878566,-21.73586149433341,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,63
665,10626,750589077,166.050230878566,-21.735591999999997,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,6,6,6,6,6,6,0,NA,64
665,10627,750589078,166.050230878566,-21.735322505161236,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,63
665,10628,750589079,166.050521,-21.73586149433341,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,78
665,10629,750589080,166.050521,-21.735591999999997,Othophoto_2010,Forest,NonForest,NA,loss,NA,NA,1,1,3,3,3,3,0,NA,97
665,10630,750589081,166.050521,-21.735322505161236,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,75
665,10631,750589082,166.05081112143407,-21.73586149433341,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,1,1,0,NA,82
665,10632,750589083,166.05081112143407,-21.735591999999997,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,98
665,10633,750589084,166.05081112143407,-21.735322505161236,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,7,90
666,10641,750589085,165.92087387372888,-21.738257494333396,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
666,10642,750589086,165.92087387372888,-21.737988,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,45
666,10643,750589087,165.92087387372888,-21.737718505161222,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,3,3,3,3,0,NA,55
666,10644,750589088,165.921164,-21.738257494333396,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
666,10645,750589089,165.921164,-21.737988,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,2,2,3,3,0,NA,51
666,10646,750589090,165.921164,-21.737718505161222,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,2,2,2,2,0,NA,54
666,10647,750589091,165.92145412627113,-21.738257494333396,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,46
666,10648,750589092,165.92145412627113,-21.737988,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,47
666,10649,750589093,165.92145412627113,-21.737718505161222,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,2,2,3,3,0,NA,59
667,10657,750589094,165.91248386652043,-21.741827494333336,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,0
667,10658,750589095,165.91248386652043,-21.741558,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,6,6,6,6,6,6,0,NA,39
667,10659,750589096,165.91248386652043,-21.741288505161165,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
667,10660,750589097,165.912774,-21.741827494333336,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,28
667,10661,750589098,165.912774,-21.741558,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,13,45
667,10662,750589099,165.912774,-21.741288505161165,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,13,45
667,10663,750589100,165.91306413347957,-21.741827494333336,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,45
667,10664,750589101,165.91306413347957,-21.741558,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,45
667,10665,750589102,165.91306413347957,-21.741288505161165,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,39
668,10673,750589103,166.11700986193816,-21.744096494333306,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,1,1,0,NA,90
668,10674,750589104,166.11700986193816,-21.743826999999996,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,90
668,10675,750589105,166.11700986193816,-21.74355750516115,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,6,6,6,6,4,4,0,NA,90
668,10676,750589106,166.1173,-21.744096494333306,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,1,1,0,NA,82
668,10677,750589107,166.1173,-21.743826999999996,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,2,2,2,2,0,NA,71
668,10678,750589108,166.1173,-21.74355750516115,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,62
668,10679,750589109,166.11759013806184,-21.744096494333306,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,82
668,10680,750589110,166.11759013806184,-21.743826999999996,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,71
668,10681,750589111,166.11759013806184,-21.74355750516115,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,62
669,10689,750589112,166.16141985489293,-21.747584494333253,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,56
669,10690,750589113,166.16141985489293,-21.747315,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,3,3,3,3,0,NA,56
669,10691,750589114,166.16141985489293,-21.747045505161097,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,58
669,10692,750589115,166.16171,-21.747584494333253,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,55
669,10693,750589116,166.16171,-21.747315,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,3,3,3,3,0,NA,55
669,10694,750589117,166.16171,-21.747045505161097,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,60
669,10695,750589118,166.16200014510707,-21.747584494333253,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,2,2,2,2,0,NA,90
669,10696,750589119,166.16200014510707,-21.747315,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,4,4,0,NA,90
669,10697,750589120,166.16200014510707,-21.747045505161097,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,58
670,10705,750589121,166.15649085427478,-21.747890494333248,Othophoto_2010,Forest,NonForest,NA,loss,NA,NA,1,1,1,1,1,1,0,NA,62
670,10706,750589122,166.15649085427478,-21.747620999999995,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,1,1,0,NA,83
670,10707,750589123,166.15649085427478,-21.74735150516109,Othophoto_2010,NA,Forest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,83
670,10708,750589124,166.156781,-21.747890494333248,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,2,2,2,2,0,NA,0
670,10709,750589125,166.156781,-21.747620999999995,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,4,4,4,4,0,NA,0
670,10710,750589126,166.156781,-21.74735150516109,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,2,2,2,2,0,NA,0
670,10711,750589127,166.15707114572518,-21.747890494333248,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,7
670,10712,750589128,166.15707114572518,-21.747620999999995,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,3,3,3,4,4,0,NA,0
670,10713,750589129,166.15707114572518,-21.74735150516109,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,0
671,10721,750589130,166.16171285434953,-21.74785349433324,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,89
671,10722,750589131,166.16171285434953,-21.747584000000003,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,55
671,10723,750589132,166.16171285434953,-21.74731450516109,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,3,3,3,3,0,NA,55
671,10724,750589133,166.16200300000003,-21.74785349433324,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,97
671,10725,750589134,166.16200300000003,-21.747584000000003,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,2,2,2,2,0,NA,90
671,10726,750589135,166.16200300000003,-21.74731450516109,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,4,4,0,NA,90
671,10727,750589136,166.16229314565047,-21.74785349433324,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,96
671,10728,750589137,166.16229314565047,-21.747584000000003,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
671,10729,750589138,166.16229314565047,-21.74731450516109,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,1,1,0,NA,90
672,10737,750589139,166.16026885268695,-21.748676494333267,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,37
672,10738,750589140,166.16026885268695,-21.748407000000014,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,47
672,10739,750589141,166.16026885268695,-21.748137505161097,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,48
672,10740,750589142,166.160559,-21.748676494333267,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,51
672,10741,750589143,166.160559,-21.748407000000014,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,2,2,2,2,0,NA,51
672,10742,750589144,166.160559,-21.748137505161097,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,51
672,10743,750589145,166.16084914731303,-21.748676494333267,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,63
672,10744,750589146,166.16084914731303,-21.748407000000014,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,4,4,0,NA,62
672,10745,750589147,166.16084914731303,-21.748137505161097,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,55
673,10753,750589148,166.03150884110744,-21.754407494333165,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,6,6,6,6,6,6,0,NA,43
673,10754,750589149,166.03150884110744,-21.754138,Othophoto_2010,Forest,NonForest,NA,loss,NA,NA,1,1,3,3,3,3,0,NA,45
673,10755,750589150,166.03150884110744,-21.75386850516101,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,2,2,2,2,0,NA,45
673,10756,750589151,166.03179900000003,-21.754407494333165,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,6,6,6,6,6,6,0,NA,45
673,10757,750589152,166.03179900000003,-21.754138,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,3,3,4,4,0,NA,45
673,10758,750589153,166.03179900000003,-21.75386850516101,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,2,2,0,NA,45
673,10759,750589154,166.0320891588926,-21.754407494333165,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,45
673,10760,750589155,166.0320891588926,-21.754138,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,45
673,10761,750589156,166.0320891588926,-21.75386850516101,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,45
674,10769,750589157,165.98654584000403,-21.75495349433315,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
674,10770,750589158,165.98654584000403,-21.754683999999983,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,43
674,10771,750589159,165.98654584000403,-21.754414505160995,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,1,1,0,NA,45
674,10772,750589160,165.986836,-21.75495349433315,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
674,10773,750589161,165.986836,-21.754683999999983,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,2,2,0,NA,37
674,10774,750589162,165.986836,-21.754414505160995,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,46
674,10775,750589163,165.987126159996,-21.75495349433315,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,1,1,0,NA,53
674,10776,750589164,165.987126159996,-21.754683999999983,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,71
674,10777,750589165,165.987126159996,-21.754414505160995,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,90
675,10785,750589166,166.01904483821144,-21.75584049433317,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,16
675,10786,750589167,166.01904483821144,-21.755571000000018,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,22
675,10787,750589168,166.01904483821144,-21.755301505161,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,41
675,10788,750589169,166.019335,-21.75584049433317,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,22
675,10789,750589170,166.019335,-21.755571000000018,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,4,4,0,NA,29
675,10790,750589171,166.019335,-21.755301505161,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
675,10791,750589172,166.0196251617886,-21.75584049433317,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,20
675,10792,750589173,166.0196251617886,-21.755571000000018,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,29
675,10793,750589174,166.0196251617886,-21.755301505161,Othophoto_2010,NA,NonForest,NA,NA,NA,NA,6,6,6,6,6,6,0,NA,37
676,10801,750589175,166.12376783958362,-21.75516149433318,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,1,1,0,NA,81
676,10802,750589176,166.12376783958362,-21.754892,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,81
676,10803,750589177,166.12376783958362,-21.754622505160995,Othophoto_2010,NonForest,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,81
676,10804,750589178,166.124058,-21.75516149433318,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,79
676,10805,750589179,166.124058,-21.754892,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,79
676,10806,750589180,166.124058,-21.754622505160995,Othophoto_2010,Forest,NonForest,NA,loss,NA,NA,6,6,6,6,4,4,0,NA,81
676,10807,750589181,166.12434816041633,-21.75516149433318,Othophoto_2010,Forest,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,86
676,10808,750589182,166.12434816041633,-21.754892,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,4,4,4,4,4,4,0,NA,86
676,10809,750589183,166.12434816041633,-21.754622505160995,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,81
677,10817,750589184,166.1121668388763,-21.75551149433315,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,62
677,10818,750589185,166.1121668388763,-21.755241999999996,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,6,6,4,4,4,4,0,NA,62
677,10819,750589186,166.1121668388763,-21.754972505160993,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,74
677,10820,750589187,166.112457,-21.75551149433315,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,62
677,10821,750589188,166.112457,-21.755241999999996,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,62
677,10822,750589189,166.112457,-21.754972505160993,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,74
677,10823,750589190,166.11274716112368,-21.75551149433315,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,2,2,2,2,0,NA,63
677,10824,750589191,166.11274716112368,-21.755241999999996,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,62
677,10825,750589192,166.11274716112368,-21.754972505160993,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,63
678,10833,750589193,166.0988328359579,-21.756955494333127,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,28
678,10834,750589194,166.0988328359579,-21.756686,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
678,10835,750589195,166.0988328359579,-21.756416505160985,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
678,10836,750589196,166.099123,-21.756955494333127,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
678,10837,750589197,166.099123,-21.756686,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
678,10838,750589198,166.099123,-21.756416505160985,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,3,3,3,3,0,NA,51
678,10839,750589199,166.0994131640421,-21.756955494333127,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,47
678,10840,750589200,166.0994131640421,-21.756686,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,47
678,10841,750589201,166.0994131640421,-21.756416505160985,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,2,2,4,4,0,NA,55
679,10849,750589202,166.11391783616205,-21.75685449433314,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,2,2,2,2,0,NA,78
679,10850,750589203,166.11391783616205,-21.756585,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,81
679,10851,750589204,166.11391783616205,-21.756315505160984,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,95
679,10852,750589205,166.114208,-21.75685449433314,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,59
679,10853,750589206,166.114208,-21.756585,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,55
679,10854,750589207,166.114208,-21.756315505160984,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,4,4,4,4,0,NA,62
679,10855,750589208,166.11449816383796,-21.75685449433314,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
679,10856,750589209,166.11449816383796,-21.756585,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,62
679,10857,750589210,166.11449816383796,-21.756315505160984,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,3,3,3,3,0,NA,55
680,10865,750589211,166.09941883432276,-21.75776449433313,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,55
680,10866,750589212,166.09941883432276,-21.75749500000002,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
680,10867,750589213,166.09941883432276,-21.757225505160974,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
680,10868,750589214,166.099709,-21.75776449433313,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,29
680,10869,750589215,166.099709,-21.75749500000002,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,37
680,10870,750589216,166.099709,-21.757225505160974,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,6,6,6,6,6,6,0,NA,45
680,10871,750589217,166.09999916567725,-21.75776449433313,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,39
680,10872,750589218,166.09999916567725,-21.75749500000002,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,45
680,10873,750589219,166.09999916567725,-21.757225505160974,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,2,2,4,4,0,NA,60
681,10881,750589220,166.12292483245105,-21.75869049433311,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
681,10882,750589221,166.12292483245105,-21.758421,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
681,10883,750589222,166.12292483245105,-21.758151505160953,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
681,10884,750589223,166.123215,-21.75869049433311,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,3,3,4,4,0,NA,51
681,10885,750589224,166.123215,-21.758421,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,3,3,4,4,0,NA,52
681,10886,750589225,166.123215,-21.758151505160953,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,2,2,2,2,0,NA,51
681,10887,750589226,166.12350516754896,-21.75869049433311,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,2,2,2,2,0,NA,71
681,10888,750589227,166.12350516754896,-21.758421,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,79
681,10889,750589228,166.12350516754896,-21.758151505160953,Othophoto_2010,Forest,Forest,NA,stableF,NA,NA,1,1,1,1,1,1,0,NA,73
682,10897,750589229,166.0919098254565,-21.76215049433307,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,37
682,10898,750589230,166.0919098254565,-21.761881,Othophoto_2010,Forest,NonForest,NA,loss,NA,NA,6,6,6,6,6,6,0,NA,13
682,10899,750589231,166.0919098254565,-21.76161150516091,Othophoto_2010,Forest,NonForest,NA,loss,NA,NA,6,6,6,6,6,6,0,NA,0
682,10900,750589232,166.0922,-21.76215049433307,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
682,10901,750589233,166.0922,-21.761881,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,45
682,10902,750589234,166.0922,-21.76161150516091,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,45
682,10903,750589235,166.0924901745435,-21.76215049433307,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,6,6,6,6,6,6,0,NA,53
682,10904,750589236,166.0924901745435,-21.761881,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,3,3,3,3,4,4,0,NA,51
682,10905,750589237,166.0924901745435,-21.76161150516091,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,6,6,6,6,6,6,0,NA,56
683,10913,750589238,166.0272208229737,-21.763378494333057,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,1,1,0,NA,59
683,10914,750589239,166.0272208229737,-21.763109,Othophoto_2010,NonForest,NonForest,NA,stableNF,NA,NA,1,1,1,1,1,1,0,NA,71
683,10915,750589240,166.0272208229737,-21.762839505160883,Othophoto_2010,NonForest,Forest,NA,gain,NA,NA,1,1,1,1,1,1,0,NA,81
