plotid,sampleid,sample_internal_id,lon,lat,imagery_title,for2000,for2008,for2021,fcc_p1,fcc_p2,for2021_fnf,Dec1999,Dec2000,Dec2007,Dec2008,Dec2020,Dec2021,gain,lossyear,treecover2000
12,185,683666233,165.29182943628305,-21.392540505165627,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,72
12,177,683666225,165.29125056371691,-21.3930794943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,55
12,178,683666226,165.29125056371691,-21.39281,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,4,4,4,4,0,NA,81
12,179,683666227,165.29125056371691,-21.392540505165627,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,3,3,3,3,3,0,NA,56
12,180,683666228,165.29154,-21.3930794943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,79
12,181,683666229,165.29154,-21.39281,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,79
12,182,683666230,165.29154,-21.392540505165627,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,2,2,2,2,2,0,NA,62
12,183,683666231,165.29182943628305,-21.3930794943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,62
12,184,683666232,165.29182943628305,-21.39281,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,72
12,185,683666233,165.29182943628305,-21.392540505165627,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,72
13,193,683666234,165.32541056383567,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,12
13,194,683666235,165.32541056383567,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,195,683666236,165.32541056383567,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,196,683666237,165.3257,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,2,2,0,NA,12
13,197,683666238,165.3257,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,198,683666239,165.3257,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,199,683666240,165.32598943616432,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,3,3,4,4,0,NA,0
13,200,683666241,165.32598943616432,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,6
13,201,683666242,165.32598943616432,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,6
13,193,683666234,165.32541056383567,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,12
13,194,683666235,165.32541056383567,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,195,683666236,165.32541056383567,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,196,683666237,165.3257,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,2,2,0,NA,12
13,197,683666238,165.3257,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,198,683666239,165.3257,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,199,683666240,165.32598943616432,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,3,3,4,4,0,NA,0
13,200,683666241,165.32598943616432,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,6
13,201,683666242,165.32598943616432,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,6
13,193,683666234,165.32541056383567,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,12
13,194,683666235,165.32541056383567,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,195,683666236,165.32541056383567,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,196,683666237,165.3257,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,2,2,0,NA,12
13,197,683666238,165.3257,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,198,683666239,165.3257,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,12
13,199,683666240,165.32598943616432,-21.3930194943378,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,3,3,4,4,0,NA,0
13,200,683666241,165.32598943616432,-21.392750000000007,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,6
13,201,683666242,165.32598943616432,-21.39248050516564,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,6
14,209,683666243,165.31472054073328,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,97
14,210,683666244,165.31472054073328,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,97
14,211,683666245,165.31472054073328,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,95
14,212,683666246,165.31501,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,95
14,213,683666247,165.31501,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,95
14,214,683666248,165.31501,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,95
14,215,683666249,165.31529945926673,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,95
14,216,683666250,165.31529945926673,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,90
14,217,683666251,165.31529945926673,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,90
14,209,683666243,165.31472054073328,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
14,210,683666244,165.31472054073328,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
14,211,683666245,165.31472054073328,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,212,683666246,165.31501,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,213,683666247,165.31501,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,214,683666248,165.31501,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,215,683666249,165.31529945926673,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,216,683666250,165.31529945926673,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,90
14,217,683666251,165.31529945926673,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,90
14,209,683666243,165.31472054073328,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
14,210,683666244,165.31472054073328,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
14,211,683666245,165.31472054073328,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,212,683666246,165.31501,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,213,683666247,165.31501,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,214,683666248,165.31501,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,215,683666249,165.31529945926673,-21.40468949433765,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
14,216,683666250,165.31529945926673,-21.404419999999998,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,90
14,217,683666251,165.31529945926673,-21.404150505165475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,90
15,225,683666252,165.3676905398619,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,226,683666253,165.3676905398619,-21.40486,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,227,683666254,165.3676905398619,-21.40459050516548,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,228,683666255,165.36798,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,229,683666256,165.36798,-21.40486,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,230,683666257,165.36798,-21.40459050516548,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,231,683666258,165.36826946013807,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5,90
15,232,683666259,165.36826946013807,-21.40486,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,233,683666260,165.36826946013807,-21.40459050516548,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,225,683666252,165.3676905398619,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,226,683666253,165.3676905398619,-21.40486,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,227,683666254,165.3676905398619,-21.40459050516548,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,228,683666255,165.36798,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,229,683666256,165.36798,-21.40486,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,230,683666257,165.36798,-21.40459050516548,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,231,683666258,165.36826946013807,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,5,90
15,232,683666259,165.36826946013807,-21.40486,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,233,683666260,165.36826946013807,-21.40459050516548,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,225,683666252,165.3676905398619,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,226,683666253,165.3676905398619,-21.40486,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
15,227,683666254,165.3676905398619,-21.40459050516548,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,90
15,228,683666255,165.36798,-21.40512949433763,Pléiade_2021_TC,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,NA,90
39,609,683666468,165.44368043863395,-21.45616949433699,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,37
39,610,683666469,165.44368043863395,-21.45590000000001,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,45
39,611,683666470,165.44368043863395,-21.45563050516484,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,37
39,612,683666471,165.44397000000004,-21.45616949433699,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,41
39,613,683666472,165.44397000000004,-21.45590000000001,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,4,4,0,NA,45
39,614,683666473,165.44397000000004,-21.45563050516484,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,39
39,615,683666474,165.44425956136612,-21.45616949433699,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,44
39,616,683666475,165.44425956136612,-21.45590000000001,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,51
39,617,683666476,165.44425956136612,-21.45563050516484,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,4,4,4,4,0,NA,63
40,625,683666477,165.56819043184026,-21.45958949433694,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
40,626,683666478,165.56819043184026,-21.45931999999999,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,90
40,627,683666479,165.56819043184026,-21.459050505164768,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,98
40,628,683666480,165.56848000000002,-21.45958949433694,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
40,629,683666481,165.56848000000002,-21.45931999999999,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,98
40,630,683666482,165.56848000000002,-21.459050505164768,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,98
40,631,683666483,165.56876956815975,-21.45958949433694,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
40,632,683666484,165.56876956815975,-21.45931999999999,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,98
40,633,683666485,165.56876956815975,-21.459050505164768,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
41,641,683666486,165.3296104278866,-21.46157949433693,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,2,2,2,2,0,NA,51
41,642,683666487,165.3296104278866,-21.46131,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,59
41,643,683666488,165.3296104278866,-21.46104050516476,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,55
41,644,683666489,165.3299,-21.46157949433693,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,51
41,645,683666490,165.3299,-21.46131,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,52
41,646,683666491,165.3299,-21.46104050516476,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,55
41,647,683666492,165.33018957211343,-21.46157949433693,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,51
41,648,683666493,165.33018957211343,-21.46131,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,52
41,649,683666494,165.33018957211343,-21.46104050516476,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,55
42,657,683666495,165.38636042812504,-21.461459494336907,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,55
42,658,683666496,165.38636042812504,-21.46119,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,51
42,659,683666497,165.38636042812504,-21.46092050516475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,51
42,660,683666498,165.38665,-21.461459494336907,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,48
42,661,683666499,165.38665,-21.46119,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,51
42,662,683666500,165.38665,-21.46092050516475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,63
42,663,683666501,165.386939571875,-21.461459494336907,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,4,4,4,4,0,NA,62
42,664,683666502,165.386939571875,-21.46119,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,81
42,665,683666503,165.386939571875,-21.46092050516475,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,83
43,673,683666504,165.57204038822542,-21.48152949433664,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,29
43,674,683666505,165.57204038822542,-21.481259999999978,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,2,2,2,3,3,0,NA,45
43,675,683666506,165.57204038822542,-21.480990505164485,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,4,4,4,4,0,NA,47
43,676,683666507,165.57233,-21.48152949433664,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,0
43,677,683666508,165.57233,-21.481259999999978,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,2,2,0,NA,45
43,678,683666509,165.57233,-21.480990505164485,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,54
43,679,683666510,165.57261961177457,-21.48152949433664,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,45
43,680,683666511,165.57261961177457,-21.481259999999978,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,59
43,681,683666512,165.57261961177457,-21.480990505164485,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,56
44,689,683666513,165.59695038786737,-21.481709494336656,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,45
44,690,683666514,165.59695038786737,-21.481439999999992,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,51
44,691,683666515,165.59695038786737,-21.4811705051645,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,63
44,692,683666516,165.59724,-21.481709494336656,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,52
44,693,683666517,165.59724,-21.481439999999992,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,51
44,694,683666518,165.59724,-21.4811705051645,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,59
44,695,683666519,165.59752961213266,-21.481709494336656,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,52
44,696,683666520,165.59752961213266,-21.481439999999992,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,51
44,697,683666521,165.59752961213266,-21.4811705051645,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,59
45,705,683666522,165.5535203832521,-21.484029494336625,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,706,683666523,165.5535203832521,-21.483760000000004,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,707,683666524,165.5535203832521,-21.48349050516447,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,708,683666525,165.55381,-21.484029494336625,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,709,683666526,165.55381,-21.483760000000004,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,710,683666527,165.55381,-21.48349050516447,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,711,683666528,165.5540996167479,-21.484029494336625,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,712,683666529,165.5540996167479,-21.483760000000004,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
45,713,683666530,165.5540996167479,-21.48349050516447,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
46,721,683666531,165.58337037212917,-21.48961949433657,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,45
46,722,683666532,165.58337037212917,-21.48935,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,3,3,4,4,0,NA,45
46,723,683666533,165.58337037212917,-21.489080505164395,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,58
46,724,683666534,165.58366000000004,-21.48961949433657,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,76
46,725,683666535,165.58366000000004,-21.48935,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,75
46,726,683666536,165.58366000000004,-21.489080505164395,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,81
46,727,683666537,165.58394962787088,-21.48961949433657,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,79
46,728,683666538,165.58394962787088,-21.48935,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,75
46,729,683666539,165.58394962787088,-21.489080505164395,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,81
47,737,683666540,165.633230349275,-21.50109949433641,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,90
47,738,683666541,165.633230349275,-21.500830000000008,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,90
47,739,683666542,165.633230349275,-21.50056050516426,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,81
47,740,683666543,165.63352,-21.50109949433641,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,7,90
47,741,683666544,165.63352,-21.500830000000008,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,95
47,742,683666545,165.63352,-21.50056050516426,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,90
47,743,683666546,165.633809650725,-21.50109949433641,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,91
47,744,683666547,165.633809650725,-21.500830000000008,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,90
47,745,683666548,165.633809650725,-21.50056050516426,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,1,1,1,1,1,1,0,NA,82
48,753,683666549,165.58748034624787,-21.502619494336383,Pléiade_2021_TC,NA,NA,NA,NA,NA,NonForest,6,6,6,6,6,6,0,NA,37
48,754,683666550,165.58748034624787,-21.50235,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,37
48,755,683666551,165.58748034624787,-21.50208050516423,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,45
48,756,683666552,165.58777,-21.502619494336383,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,38
48,757,683666553,165.58777,-21.50235,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,38
48,758,683666554,165.58777,-21.50208050516423,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,78
48,759,683666555,165.58805965375214,-21.502619494336383,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,51
48,760,683666556,165.58805965375214,-21.50235,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,51
48,761,683666557,165.58805965375214,-21.50208050516423,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,66
49,769,683666558,165.63615033742386,-21.50704949433631,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
49,770,683666559,165.63615033742386,-21.506779999999992,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
49,771,683666560,165.63615033742386,-21.50651050516416,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,95
49,772,683666561,165.63644,-21.50704949433631,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,82
49,773,683666562,165.63644,-21.506779999999992,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,90
49,774,683666563,165.63644,-21.50651050516416,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
49,775,683666564,165.63672966257613,-21.50704949433631,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,72
49,776,683666565,165.63672966257613,-21.506779999999992,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,98
49,777,683666566,165.63672966257613,-21.50651050516416,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,1,1,1,1,0,NA,97
50,785,683666567,165.57303033049055,-21.51052949433628,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,1,1,2,2,2,2,0,NA,54
50,786,683666568,165.57303033049055,-21.51026,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,4,4,4,4,0,NA,45
50,787,683666569,165.57303033049055,-21.50999050516413,Pléiade_2021_TC,NA,NA,NA,NA,NA,Forest,6,6,6,6,4,4,0,NA,46
