system:index,Dec1999,Dec2000,Dec2007,Dec2008,Dec2020,Dec2021,datamask,gain,id,lat,lon,loss,lossyear,treecover2000,.geo
0,6,6,6,6,6,6,1,0,0,-21.629245494334757,165.97902309312892,0,,37,"{""type"":""Point"",""coordinates"":[165.97902309312892,-21.629245494334754]}"
1,6,6,6,6,6,6,1,0,1,-21.62897599999999,165.97902309312892,0,,37,"{""type"":""Point"",""coordinates"":[165.97902309312892,-21.62897599999999]}"
2,6,6,6,6,6,6,1,0,2,-21.628706505162583,165.97902309312892,0,,37,"{""type"":""Point"",""coordinates"":[165.97902309312892,-21.62870650516258]}"
3,6,6,6,6,4,4,1,0,3,-21.629245494334757,165.979313,0,,45,"{""type"":""Point"",""coordinates"":[165.979313,-21.62924549433476]}"
4,6,6,6,6,4,4,1,1,4,-21.62897599999999,165.979313,0,,37,"{""type"":""Point"",""coordinates"":[165.979313,-21.62897599999999]}"
5,1,1,4,4,4,4,1,0,5,-21.628706505162583,165.979313,0,,45,"{""type"":""Point"",""coordinates"":[165.979313,-21.628706505162583]}"
6,1,1,2,2,2,2,1,0,6,-21.629245494334757,165.9796029068711,0,,81,"{""type"":""Point"",""coordinates"":[165.97960290687112,-21.629245494334757]}"
7,1,1,1,1,1,1,1,0,7,-21.62897599999999,165.9796029068711,0,,81,"{""type"":""Point"",""coordinates"":[165.97960290687112,-21.62897599999999]}"
8,1,1,1,1,1,1,1,0,8,-21.628706505162583,165.9796029068711,0,,79,"{""type"":""Point"",""coordinates"":[165.97960290687112,-21.628706505162583]}"
9,6,6,6,6,6,6,1,0,9,-21.646398494334548,165.96551405869798,0,,51,"{""type"":""Point"",""coordinates"":[165.96551405869798,-21.646398494334548]}"
10,6,6,6,6,6,6,1,0,10,-21.646129,165.96551405869798,0,,52,"{""type"":""Point"",""coordinates"":[165.96551405869798,-21.646129]}"
11,1,1,2,2,2,2,1,0,11,-21.64585950516239,165.96551405869798,0,,62,"{""type"":""Point"",""coordinates"":[165.96551405869798,-21.64585950516239]}"
12,6,6,6,4,4,4,1,1,12,-21.646398494334548,165.96580400000002,0,,0,"{""type"":""Point"",""coordinates"":[165.96580400000002,-21.646398494334548]}"
13,6,6,6,6,6,6,1,0,13,-21.646129,165.96580400000002,0,,38,"{""type"":""Point"",""coordinates"":[165.96580400000002,-21.646129]}"
14,1,1,4,4,4,4,1,0,14,-21.64585950516239,165.96580400000002,0,,47,"{""type"":""Point"",""coordinates"":[165.96580400000002,-21.64585950516239]}"
15,6,6,6,4,4,4,1,1,15,-21.646398494334548,165.96609394130203,0,,0,"{""type"":""Point"",""coordinates"":[165.96609394130203,-21.646398494334548]}"
16,6,6,4,4,4,4,1,1,16,-21.646129,165.96609394130203,0,,0,"{""type"":""Point"",""coordinates"":[165.96609394130203,-21.646129]}"
17,6,6,4,4,4,4,1,1,17,-21.64585950516239,165.96609394130203,0,,29,"{""type"":""Point"",""coordinates"":[165.96609394130203,-21.645859505162388]}"
18,6,6,6,6,6,6,1,0,18,-21.649444494334503,166.0003220525802,0,,37,"{""type"":""Point"",""coordinates"":[166.0003220525802,-21.649444494334503]}"
19,6,6,6,6,6,6,1,0,19,-21.649175,166.0003220525802,0,,45,"{""type"":""Point"",""coordinates"":[166.0003220525802,-21.649175000000003]}"
20,1,1,3,3,4,4,1,0,20,-21.64890550516236,166.0003220525802,0,,51,"{""type"":""Point"",""coordinates"":[166.0003220525802,-21.64890550516236]}"
21,1,1,2,2,2,2,1,0,21,-21.649444494334503,166.000612,0,,45,"{""type"":""Point"",""coordinates"":[166.000612,-21.649444494334507]}"
22,1,1,1,1,1,1,1,1,22,-21.649175,166.000612,0,,45,"{""type"":""Point"",""coordinates"":[166.000612,-21.649175000000003]}"
23,1,1,2,2,2,2,1,0,23,-21.64890550516236,166.000612,0,,90,"{""type"":""Point"",""coordinates"":[166.000612,-21.648905505162364]}"
24,6,6,6,6,4,4,1,0,24,-21.649444494334503,166.00090194741975,0,,48,"{""type"":""Point"",""coordinates"":[166.00090194741975,-21.649444494334503]}"
25,1,1,2,2,2,2,1,1,25,-21.649175,166.00090194741975,0,,37,"{""type"":""Point"",""coordinates"":[166.00090194741975,-21.649175]}"
26,1,1,2,2,2,2,1,0,26,-21.64890550516236,166.00090194741975,0,,89,"{""type"":""Point"",""coordinates"":[166.00090194741975,-21.64890550516236]}"
27,6,6,6,6,6,6,1,0,27,-21.65526749433444,165.97832904088196,0,,45,"{""type"":""Point"",""coordinates"":[165.978329040882,-21.655267494334435]}"
28,6,6,6,6,6,6,1,0,28,-21.65499800000001,165.97832904088196,0,,45,"{""type"":""Point"",""coordinates"":[165.978329040882,-21.654998000000006]}"
29,6,6,6,6,6,6,1,0,29,-21.65472850516228,165.97832904088196,0,,45,"{""type"":""Point"",""coordinates"":[165.978329040882,-21.654728505162282]}"
30,6,6,6,6,6,6,1,1,30,-21.65526749433444,165.978619,0,,9,"{""type"":""Point"",""coordinates"":[165.978619,-21.65526749433444]}"
31,6,6,6,6,6,6,1,1,31,-21.65499800000001,165.978619,0,,14,"{""type"":""Point"",""coordinates"":[165.978619,-21.65499800000001]}"
32,6,6,6,6,6,6,1,1,32,-21.65472850516228,165.978619,0,,14,"{""type"":""Point"",""coordinates"":[165.978619,-21.654728505162282]}"
33,6,6,6,6,6,6,1,0,33,-21.65526749433444,165.978908959118,0,,39,"{""type"":""Point"",""coordinates"":[165.978908959118,-21.65526749433444]}"
34,6,6,6,6,6,6,1,0,34,-21.65499800000001,165.978908959118,0,,45,"{""type"":""Point"",""coordinates"":[165.978908959118,-21.654998000000006]}"
35,6,6,6,6,6,6,1,0,35,-21.65472850516228,165.978908959118,0,,45,"{""type"":""Point"",""coordinates"":[165.978908959118,-21.654728505162282]}"
36,1,1,1,1,2,2,1,0,36,-21.66029349433437,165.9528500307817,0,,97,"{""type"":""Point"",""coordinates"":[165.9528500307817,-21.66029349433436]}"
37,6,6,6,6,4,4,1,0,37,-21.660023999999996,165.9528500307817,0,,97,"{""type"":""Point"",""coordinates"":[165.9528500307817,-21.660023999999996]}"
38,6,6,6,6,6,6,1,0,38,-21.65975450516221,165.9528500307817,0,,66,"{""type"":""Point"",""coordinates"":[165.9528500307817,-21.65975450516221]}"
39,6,6,6,6,6,6,1,1,39,-21.66029349433437,165.95314,0,,37,"{""type"":""Point"",""coordinates"":[165.95314,-21.66029349433436]}"
40,6,6,6,6,6,6,1,1,40,-21.660023999999996,165.95314,0,,37,"{""type"":""Point"",""coordinates"":[165.95314,-21.660023999999996]}"
41,6,6,6,6,6,6,1,0,41,-21.65975450516221,165.95314,0,,45,"{""type"":""Point"",""coordinates"":[165.95314,-21.659754505162205]}"
42,6,6,6,6,6,6,1,0,42,-21.66029349433437,165.95342996921826,0,,55,"{""type"":""Point"",""coordinates"":[165.95342996921826,-21.660293494334365]}"
43,6,6,6,6,6,6,1,0,43,-21.660023999999996,165.95342996921826,0,,55,"{""type"":""Point"",""coordinates"":[165.95342996921826,-21.660023999999996]}"
44,6,6,6,6,6,6,1,0,44,-21.65975450516221,165.95342996921826,0,,47,"{""type"":""Point"",""coordinates"":[165.95342996921826,-21.659754505162205]}"
45,6,6,6,6,6,6,1,0,45,-21.67769049433416,165.99036899579798,0,,41,"{""type"":""Point"",""coordinates"":[165.99036899579798,-21.67769049433416]}"
46,6,6,6,6,6,6,1,0,46,-21.677420999999995,165.99036899579798,0,,41,"{""type"":""Point"",""coordinates"":[165.99036899579798,-21.677420999999995]}"
47,6,6,6,6,4,4,1,0,47,-21.677151505161987,165.99036899579798,0,,29,"{""type"":""Point"",""coordinates"":[165.99036899579798,-21.677151505161987]}"
48,6,6,6,4,4,4,1,0,48,-21.67769049433416,165.990659,0,,37,"{""type"":""Point"",""coordinates"":[165.990659,-21.67769049433416]}"
49,6,6,6,6,4,4,1,0,49,-21.677420999999995,165.990659,0,,37,"{""type"":""Point"",""coordinates"":[165.990659,-21.677420999999992]}"
50,6,6,6,6,4,4,1,0,50,-21.677151505161987,165.990659,0,,37,"{""type"":""Point"",""coordinates"":[165.990659,-21.677151505161987]}"
51,6,6,6,4,4,4,1,0,51,-21.67769049433416,165.99094900420198,0,,16,"{""type"":""Point"",""coordinates"":[165.99094900420198,-21.67769049433416]}"
52,6,6,6,4,4,4,1,0,52,-21.677420999999995,165.99094900420198,0,,16,"{""type"":""Point"",""coordinates"":[165.99094900420198,-21.677420999999995]}"
53,6,6,6,6,6,6,1,1,53,-21.677151505161987,165.99094900420198,0,,0,"{""type"":""Point"",""coordinates"":[165.99094900420198,-21.677151505161987]}"
54,6,6,6,6,6,6,1,0,54,-21.69564549433393,165.93191295965528,0,,48,"{""type"":""Point"",""coordinates"":[165.93191295965528,-21.69564549433393]}"
55,6,6,6,6,6,6,1,1,55,-21.695376,165.93191295965528,1,2,90,"{""type"":""Point"",""coordinates"":[165.93191295965528,-21.695376]}"
56,6,6,6,6,6,6,1,0,56,-21.69510650516176,165.93191295965528,0,,62,"{""type"":""Point"",""coordinates"":[165.93191295965528,-21.69510650516176]}"
57,1,1,2,2,3,3,1,0,57,-21.69564549433393,165.93220300000002,0,,74,"{""type"":""Point"",""coordinates"":[165.93220300000002,-21.69564549433393]}"
58,1,1,1,1,4,4,1,0,58,-21.695376,165.93220300000002,0,,67,"{""type"":""Point"",""coordinates"":[165.93220300000002,-21.695376]}"
59,1,1,2,2,2,2,1,0,59,-21.69510650516176,165.93220300000002,0,,66,"{""type"":""Point"",""coordinates"":[165.93220300000002,-21.69510650516176]}"
60,6,6,6,6,6,6,1,0,60,-21.69564549433393,165.9324930403447,0,,74,"{""type"":""Point"",""coordinates"":[165.9324930403447,-21.69564549433393]}"
61,1,1,2,2,4,4,1,0,61,-21.695376,165.9324930403447,0,,67,"{""type"":""Point"",""coordinates"":[165.9324930403447,-21.695375999999996]}"
62,1,1,1,1,2,2,1,0,62,-21.69510650516176,165.9324930403447,0,,66,"{""type"":""Point"",""coordinates"":[165.9324930403447,-21.69510650516176]}"
63,6,6,6,6,6,6,1,0,63,-21.70118949433385,165.95775894848785,0,,37,"{""type"":""Point"",""coordinates"":[165.95775894848788,-21.70118949433385]}"
64,6,6,6,6,6,6,1,0,64,-21.70092,165.95775894848785,0,,45,"{""type"":""Point"",""coordinates"":[165.95775894848788,-21.70092]}"
65,6,6,6,6,6,6,1,0,65,-21.70065050516168,165.95775894848785,0,,42,"{""type"":""Point"",""coordinates"":[165.95775894848788,-21.70065050516168]}"
66,6,6,6,6,6,6,1,1,66,-21.70118949433385,165.958049,0,,45,"{""type"":""Point"",""coordinates"":[165.95804900000002,-21.70118949433385]}"
67,6,6,6,6,6,6,1,1,67,-21.70092,165.958049,1,6,78,"{""type"":""Point"",""coordinates"":[165.95804900000002,-21.70092]}"
68,6,6,6,6,6,6,1,1,68,-21.70065050516168,165.958049,1,6,78,"{""type"":""Point"",""coordinates"":[165.95804900000002,-21.70065050516168]}"
69,6,6,6,6,6,6,1,0,69,-21.70118949433385,165.95833905151216,1,6,45,"{""type"":""Point"",""coordinates"":[165.95833905151216,-21.701189494333846]}"
70,6,6,6,6,6,6,1,1,70,-21.70092,165.95833905151216,1,6,47,"{""type"":""Point"",""coordinates"":[165.95833905151216,-21.70092]}"
71,6,6,6,6,6,6,1,0,71,-21.70065050516168,165.95833905151216,1,6,55,"{""type"":""Point"",""coordinates"":[165.95833905151216,-21.70065050516168]}"
72,6,6,4,4,4,4,1,0,72,-21.70713349433377,165.96098793651072,0,,45,"{""type"":""Point"",""coordinates"":[165.96098793651072,-21.70713349433377]}"
73,6,6,6,6,6,6,1,0,73,-21.706864,165.96098793651072,0,,45,"{""type"":""Point"",""coordinates"":[165.96098793651072,-21.706864]}"
74,6,6,6,6,6,6,1,0,74,-21.70659450516162,165.96098793651072,0,,45,"{""type"":""Point"",""coordinates"":[165.96098793651072,-21.70659450516162]}"
75,6,6,6,6,4,4,1,0,75,-21.70713349433377,165.96127800000002,0,,45,"{""type"":""Point"",""coordinates"":[165.96127800000002,-21.70713349433377]}"
76,6,6,6,6,4,4,1,1,76,-21.706864,165.96127800000002,0,,24,"{""type"":""Point"",""coordinates"":[165.96127800000002,-21.706864]}"
77,6,6,6,6,6,6,1,0,77,-21.70659450516162,165.96127800000002,0,,45,"{""type"":""Point"",""coordinates"":[165.96127800000002,-21.70659450516162]}"
78,6,6,6,6,6,6,1,0,78,-21.70713349433377,165.96156806348927,0,,45,"{""type"":""Point"",""coordinates"":[165.96156806348927,-21.70713349433377]}"
79,6,6,6,6,4,4,1,0,79,-21.706864,165.96156806348927,0,,45,"{""type"":""Point"",""coordinates"":[165.96156806348927,-21.706864]}"
80,6,6,6,6,6,6,1,0,80,-21.70659450516162,165.96156806348927,0,,45,"{""type"":""Point"",""coordinates"":[165.96156806348927,-21.70659450516162]}"
81,6,6,6,6,6,6,1,0,81,-21.70742949433378,165.95663993591418,0,,45,"{""type"":""Point"",""coordinates"":[165.95663993591418,-21.707429494333777]}"
82,6,6,6,6,6,6,1,0,82,-21.70716,165.95663993591418,0,,45,"{""type"":""Point"",""coordinates"":[165.95663993591418,-21.707159999999995]}"
83,6,6,6,6,6,6,1,0,83,-21.70689050516161,165.95663993591418,0,,45,"{""type"":""Point"",""coordinates"":[165.95663993591418,-21.70689050516161]}"
84,6,6,6,6,6,6,1,0,84,-21.70742949433378,165.95693000000003,0,,37,"{""type"":""Point"",""coordinates"":[165.95693000000003,-21.70742949433378]}"
85,6,6,6,6,6,6,1,1,85,-21.70716,165.95693000000003,0,,0,"{""type"":""Point"",""coordinates"":[165.95693000000003,-21.70716]}"
86,6,6,6,6,6,6,1,0,86,-21.70689050516161,165.95693000000003,0,,37,"{""type"":""Point"",""coordinates"":[165.95693000000003,-21.70689050516161]}"
87,6,6,6,6,6,6,1,0,87,-21.70742949433378,165.95722006408582,0,,37,"{""type"":""Point"",""coordinates"":[165.95722006408582,-21.70742949433378]}"
88,6,6,6,6,6,6,1,0,88,-21.70716,165.95722006408582,0,,37,"{""type"":""Point"",""coordinates"":[165.95722006408582,-21.707160000000002]}"
89,6,6,6,6,6,6,1,0,89,-21.70689050516161,165.95722006408582,0,,0,"{""type"":""Point"",""coordinates"":[165.95722006408582,-21.706890505161613]}"
90,6,6,6,6,6,6,1,0,90,-21.71569349433368,165.9332019192551,0,,45,"{""type"":""Point"",""coordinates"":[165.9332019192551,-21.71569349433368]}"
91,6,6,6,6,6,6,1,0,91,-21.715424,165.9332019192551,0,,45,"{""type"":""Point"",""coordinates"":[165.9332019192551,-21.715424]}"
92,6,6,6,6,6,6,1,0,92,-21.71515450516152,165.9332019192551,0,,45,"{""type"":""Point"",""coordinates"":[165.9332019192551,-21.71515450516152]}"
93,6,6,6,6,6,6,1,0,93,-21.71569349433368,165.933492,0,,45,"{""type"":""Point"",""coordinates"":[165.933492,-21.71569349433368]}"
94,6,6,6,6,6,6,1,0,94,-21.715424,165.933492,0,,45,"{""type"":""Point"",""coordinates"":[165.933492,-21.715424]}"
95,6,6,6,6,6,6,1,0,95,-21.71515450516152,165.933492,0,,45,"{""type"":""Point"",""coordinates"":[165.933492,-21.71515450516152]}"
96,6,6,6,6,6,6,1,0,96,-21.71569349433368,165.93378208074483,0,,37,"{""type"":""Point"",""coordinates"":[165.93378208074483,-21.71569349433368]}"
97,6,6,6,6,6,6,1,0,97,-21.715424,165.93378208074483,0,,45,"{""type"":""Point"",""coordinates"":[165.93378208074483,-21.715424]}"
98,6,6,6,6,6,6,1,0,98,-21.71515450516152,165.93378208074483,0,,45,"{""type"":""Point"",""coordinates"":[165.93378208074483,-21.71515450516152]}"
99,6,6,6,6,6,6,1,0,99,-21.721372494333597,166.0698489078025,0,,39,"{""type"":""Point"",""coordinates"":[166.0698489078025,-21.721372494333597]}"
100,6,6,6,6,6,6,1,0,100,-21.721103000000017,166.0698489078025,0,,28,"{""type"":""Point"",""coordinates"":[166.0698489078025,-21.721103000000014]}"
101,6,6,6,6,6,6,1,0,101,-21.720833505161423,166.0698489078025,0,,45,"{""type"":""Point"",""coordinates"":[166.0698489078025,-21.720833505161426]}"
102,6,6,6,6,6,6,1,0,102,-21.721372494333597,166.070139,0,,33,"{""type"":""Point"",""coordinates"":[166.070139,-21.721372494333597]}"
103,6,6,6,6,6,6,1,1,103,-21.721103000000017,166.070139,0,,0,"{""type"":""Point"",""coordinates"":[166.070139,-21.721103000000017]}"
104,6,6,6,6,6,6,1,0,104,-21.720833505161423,166.070139,0,,9,"{""type"":""Point"",""coordinates"":[166.070139,-21.720833505161426]}"
105,6,6,6,6,6,6,1,0,105,-21.721372494333597,166.07042909219751,0,,37,"{""type"":""Point"",""coordinates"":[166.07042909219754,-21.721372494333597]}"
106,6,6,6,6,6,6,1,1,106,-21.721103000000017,166.07042909219751,0,,0,"{""type"":""Point"",""coordinates"":[166.07042909219754,-21.721103000000017]}"
107,6,6,6,6,6,6,1,0,107,-21.720833505161423,166.07042909219751,0,,21,"{""type"":""Point"",""coordinates"":[166.07042909219754,-21.720833505161426]}"
108,6,6,6,6,6,6,1,0,108,-21.72136849433359,166.07042890781054,0,,37,"{""type"":""Point"",""coordinates"":[166.07042890781054,-21.721368494333593]}"
109,6,6,6,6,6,6,1,1,109,-21.721098999999995,166.07042890781054,0,,0,"{""type"":""Point"",""coordinates"":[166.07042890781054,-21.721099]}"
110,6,6,6,6,6,6,1,0,110,-21.72082950516142,166.07042890781054,0,,21,"{""type"":""Point"",""coordinates"":[166.07042890781054,-21.72082950516142]}"
111,6,6,6,6,6,6,1,0,111,-21.72136849433359,166.070719,0,,29,"{""type"":""Point"",""coordinates"":[166.070719,-21.721368494333593]}"
112,6,6,6,6,6,6,1,0,112,-21.721098999999995,166.070719,0,,13,"{""type"":""Point"",""coordinates"":[166.070719,-21.721098999999995]}"
113,6,6,6,6,6,6,1,0,113,-21.72082950516142,166.070719,0,,26,"{""type"":""Point"",""coordinates"":[166.070719,-21.72082950516142]}"
114,6,6,6,6,6,6,1,0,114,-21.72136849433359,166.07100909218943,0,,37,"{""type"":""Point"",""coordinates"":[166.07100909218943,-21.721368494333593]}"
115,6,6,6,6,6,6,1,0,115,-21.721098999999995,166.07100909218943,0,,13,"{""type"":""Point"",""coordinates"":[166.07100909218943,-21.721099]}"
116,6,6,6,6,6,6,1,0,116,-21.72082950516142,166.07100909218943,0,,37,"{""type"":""Point"",""coordinates"":[166.07100909218943,-21.72082950516142]}"
117,6,6,6,6,6,6,1,0,117,-21.725124494333546,165.89410490023388,0,,39,"{""type"":""Point"",""coordinates"":[165.89410490023388,-21.725124494333542]}"
118,6,6,6,6,6,6,1,0,118,-21.72485499999999,165.89410490023388,0,,39,"{""type"":""Point"",""coordinates"":[165.89410490023388,-21.724854999999987]}"
119,6,6,6,6,6,6,1,0,119,-21.72458550516137,165.89410490023388,0,,45,"{""type"":""Point"",""coordinates"":[165.89410490023388,-21.72458550516137]}"
120,1,1,3,3,3,3,1,1,120,-21.725124494333546,165.894395,1,5,71,"{""type"":""Point"",""coordinates"":[165.894395,-21.725124494333542]}"
121,1,1,3,3,3,3,1,1,121,-21.72485499999999,165.894395,1,5,71,"{""type"":""Point"",""coordinates"":[165.894395,-21.724854999999987]}"
122,6,6,6,6,6,6,1,0,122,-21.72458550516137,165.894395,0,,45,"{""type"":""Point"",""coordinates"":[165.894395,-21.724585505161368]}"
123,6,6,6,6,6,6,1,0,123,-21.725124494333546,165.8946850997661,0,,45,"{""type"":""Point"",""coordinates"":[165.8946850997661,-21.725124494333542]}"
124,6,6,6,6,6,6,1,0,124,-21.72485499999999,165.8946850997661,0,,45,"{""type"":""Point"",""coordinates"":[165.8946850997661,-21.724854999999987]}"
125,6,6,6,6,6,6,1,0,125,-21.72458550516137,165.8946850997661,0,,37,"{""type"":""Point"",""coordinates"":[165.8946850997661,-21.72458550516137]}"
126,1,1,3,3,3,3,1,1,126,-21.72959649433349,165.91878789121077,1,2,70,"{""type"":""Point"",""coordinates"":[165.91878789121077,-21.729596494333485]}"
127,6,6,6,6,6,6,1,1,127,-21.729327,165.91878789121077,0,,45,"{""type"":""Point"",""coordinates"":[165.91878789121077,-21.729327]}"
128,6,6,6,6,6,6,1,0,128,-21.72905750516132,165.91878789121077,0,,45,"{""type"":""Point"",""coordinates"":[165.91878789121077,-21.729057505161318]}"
129,1,1,3,3,3,3,1,1,129,-21.72959649433349,165.919078,1,2,97,"{""type"":""Point"",""coordinates"":[165.91907800000004,-21.729596494333492]}"
130,6,6,6,6,6,6,1,0,130,-21.729327,165.919078,0,,45,"{""type"":""Point"",""coordinates"":[165.91907800000004,-21.729327]}"
131,6,6,6,6,6,6,1,0,131,-21.72905750516132,165.919078,0,,45,"{""type"":""Point"",""coordinates"":[165.91907800000004,-21.729057505161318]}"
132,6,6,6,6,6,6,1,0,132,-21.72959649433349,165.91936810878926,0,,44,"{""type"":""Point"",""coordinates"":[165.91936810878926,-21.729596494333492]}"
133,6,6,6,6,6,6,1,0,133,-21.729327,165.91936810878926,0,,45,"{""type"":""Point"",""coordinates"":[165.91936810878926,-21.729327000000005]}"
134,6,6,6,6,6,6,1,0,134,-21.72905750516132,165.91936810878926,0,,45,"{""type"":""Point"",""coordinates"":[165.91936810878926,-21.729057505161318]}"
135,6,6,6,6,4,4,1,0,135,-21.733809494333443,165.89183788270807,0,,39,"{""type"":""Point"",""coordinates"":[165.89183788270807,-21.733809494333443]}"
136,6,6,4,4,4,4,1,0,136,-21.73354000000002,165.89183788270807,0,,0,"{""type"":""Point"",""coordinates"":[165.89183788270807,-21.733540000000023]}"
137,2,2,2,2,2,2,1,0,137,-21.73327050516129,165.89183788270807,0,,28,"{""type"":""Point"",""coordinates"":[165.89183788270807,-21.733270505161286]}"
138,6,6,6,6,4,4,1,0,138,-21.733809494333443,165.892128,0,,0,"{""type"":""Point"",""coordinates"":[165.89212800000004,-21.733809494333443]}"
139,6,6,6,6,4,4,1,1,139,-21.73354000000002,165.892128,0,,0,"{""type"":""Point"",""coordinates"":[165.89212800000004,-21.733540000000023]}"
140,6,6,6,6,6,6,1,0,140,-21.73327050516129,165.892128,0,,0,"{""type"":""Point"",""coordinates"":[165.89212800000004,-21.733270505161286]}"
141,6,6,6,6,4,4,1,0,141,-21.733809494333443,165.89241811729192,0,,0,"{""type"":""Point"",""coordinates"":[165.89241811729192,-21.733809494333443]}"
142,6,6,6,6,4,4,1,0,142,-21.73354000000002,165.89241811729192,0,,0,"{""type"":""Point"",""coordinates"":[165.89241811729192,-21.733540000000023]}"
143,6,6,6,6,4,4,1,0,143,-21.73327050516129,165.89241811729192,0,,0,"{""type"":""Point"",""coordinates"":[165.89241811729192,-21.733270505161286]}"
144,6,6,6,6,6,6,1,0,144,-21.73377649433344,165.89792988277472,0,,0,"{""type"":""Point"",""coordinates"":[165.89792988277472,-21.733776494333444]}"
145,6,6,6,6,6,6,1,1,145,-21.733507000000017,165.89792988277472,0,,0,"{""type"":""Point"",""coordinates"":[165.89792988277472,-21.733507000000017]}"
146,6,6,6,6,6,6,1,0,146,-21.733237505161284,165.89792988277472,0,,0,"{""type"":""Point"",""coordinates"":[165.89792988277472,-21.733237505161284]}"
147,6,6,6,6,6,6,1,0,147,-21.73377649433344,165.89822,0,,0,"{""type"":""Point"",""coordinates"":[165.89822,-21.73377649433344]}"
148,6,6,6,6,6,6,1,0,148,-21.733507000000017,165.89822,0,,0,"{""type"":""Point"",""coordinates"":[165.89822,-21.733507000000017]}"
149,6,6,6,6,4,4,1,0,149,-21.733237505161284,165.89822,0,,0,"{""type"":""Point"",""coordinates"":[165.89822,-21.733237505161284]}"
150,6,6,6,6,6,6,1,0,150,-21.73377649433344,165.89851011722536,0,,0,"{""type"":""Point"",""coordinates"":[165.89851011722536,-21.73377649433344]}"
151,6,6,6,6,6,6,1,0,151,-21.733507000000017,165.89851011722536,0,,0,"{""type"":""Point"",""coordinates"":[165.89851011722536,-21.733507000000017]}"
152,6,6,6,6,6,6,1,0,152,-21.733237505161284,165.89851011722536,0,,0,"{""type"":""Point"",""coordinates"":[165.89851011722536,-21.733237505161288]}"
153,6,6,6,6,6,6,1,0,153,-21.73592749433341,165.90113387843272,0,,43,"{""type"":""Point"",""coordinates"":[165.90113387843272,-21.73592749433341]}"
154,6,6,6,6,6,6,1,0,154,-21.735658,165.90113387843272,0,,39,"{""type"":""Point"",""coordinates"":[165.90113387843272,-21.735658]}"
155,6,6,6,6,6,6,1,0,155,-21.73538850516124,165.90113387843272,0,,45,"{""type"":""Point"",""coordinates"":[165.90113387843272,-21.73538850516124]}"
156,6,6,6,6,6,6,1,0,156,-21.73592749433341,165.901424,0,,22,"{""type"":""Point"",""coordinates"":[165.901424,-21.735927494333414]}"
157,6,6,6,6,6,6,1,0,157,-21.735658,165.901424,1,2,81,"{""type"":""Point"",""coordinates"":[165.901424,-21.735658]}"
158,6,6,6,6,6,6,1,0,158,-21.73538850516124,165.901424,0,,45,"{""type"":""Point"",""coordinates"":[165.901424,-21.73538850516124]}"
159,6,6,6,6,6,6,1,0,159,-21.73592749433341,165.90171412156724,0,,45,"{""type"":""Point"",""coordinates"":[165.90171412156724,-21.735927494333414]}"
160,6,6,6,6,6,6,1,0,160,-21.735658,165.90171412156724,0,,45,"{""type"":""Point"",""coordinates"":[165.90171412156724,-21.735658]}"
161,6,6,6,6,6,6,1,0,161,-21.73538850516124,165.90171412156724,0,,52,"{""type"":""Point"",""coordinates"":[165.90171412156724,-21.73538850516124]}"
162,1,1,3,3,3,3,1,1,162,-21.735813494333417,165.9217288786629,1,2,81,"{""type"":""Point"",""coordinates"":[165.9217288786629,-21.735813494333414]}"
163,1,1,2,2,3,3,1,1,163,-21.735544000000004,165.9217288786629,1,2,55,"{""type"":""Point"",""coordinates"":[165.9217288786629,-21.735544]}"
164,1,1,2,2,2,2,1,1,164,-21.735274505161257,165.9217288786629,1,2,64,"{""type"":""Point"",""coordinates"":[165.9217288786629,-21.735274505161257]}"
165,6,6,6,6,6,6,1,1,165,-21.735813494333417,165.922019,1,2,79,"{""type"":""Point"",""coordinates"":[165.922019,-21.735813494333417]}"
166,6,6,6,6,6,6,1,1,166,-21.735544000000004,165.922019,1,2,78,"{""type"":""Point"",""coordinates"":[165.922019,-21.735544000000004]}"
167,1,1,2,2,3,3,1,0,167,-21.735274505161257,165.922019,1,2,62,"{""type"":""Point"",""coordinates"":[165.922019,-21.73527450516126]}"
168,6,6,6,6,6,6,1,1,168,-21.735813494333417,165.92230912133715,1,2,55,"{""type"":""Point"",""coordinates"":[165.92230912133715,-21.735813494333417]}"
169,6,6,6,6,6,6,1,0,169,-21.735544000000004,165.92230912133715,0,,45,"{""type"":""Point"",""coordinates"":[165.92230912133715,-21.735544]}"
170,6,6,6,6,6,6,1,0,170,-21.735274505161257,165.92230912133715,0,,37,"{""type"":""Point"",""coordinates"":[165.92230912133715,-21.735274505161257]}"
171,6,6,6,6,6,6,1,0,171,-21.73615649433341,165.90867687797046,0,,0,"{""type"":""Point"",""coordinates"":[165.90867687797046,-21.73615649433341]}"
172,6,6,6,6,6,6,1,0,172,-21.735887000000005,165.90867687797046,0,,22,"{""type"":""Point"",""coordinates"":[165.90867687797046,-21.735887000000005]}"
173,6,6,6,6,6,6,1,0,173,-21.735617505161244,165.90867687797046,0,,45,"{""type"":""Point"",""coordinates"":[165.90867687797046,-21.735617505161244]}"
174,6,6,6,6,6,6,1,1,174,-21.73615649433341,165.90896700000002,0,,0,"{""type"":""Point"",""coordinates"":[165.90896700000002,-21.736156494333414]}"
175,6,6,6,6,6,6,1,1,175,-21.735887000000005,165.90896700000002,0,,0,"{""type"":""Point"",""coordinates"":[165.90896700000002,-21.73588700000001]}"
