system:index,Dec1999,Dec2000,Dec2007,Dec2008,Dec2020,Dec2021,datamask,gain,id,loss,lossyear,treecover2000,.geo
9497,1,1,2,2,2,2,1,0,9497,0,,45,"{""type"":""Point"",""coordinates"":[166.202632,-21.992545494330106]}"
9498,1,1,1,1,2,2,1,0,9498,0,,45,"{""type"":""Point"",""coordinates"":[166.202632,-21.99227599999999]}"
9499,1,1,3,3,3,3,1,0,9499,0,,45,"{""type"":""Point"",""coordinates"":[166.202632,-21.992006505157942]}"
9500,6,6,6,6,6,6,1,0,9500,0,,45,"{""type"":""Point"",""coordinates"":[166.20265970242207,-21.822899494332294]}"
9501,6,6,6,6,6,6,1,0,9501,0,,45,"{""type"":""Point"",""coordinates"":[166.20265970242207,-21.822630000000007]}"
9502,6,6,6,6,6,6,1,0,9502,0,,45,"{""type"":""Point"",""coordinates"":[166.20265970242207,-21.822360505160137]}"
9503,1,1,1,1,4,4,1,0,9503,0,,45,"{""type"":""Point"",""coordinates"":[166.202712,-22.00202949432999]}"
9504,1,3,3,3,4,4,1,0,9504,0,,59,"{""type"":""Point"",""coordinates"":[166.202712,-22.001760000000004]}"
9505,6,6,6,6,4,4,1,0,9505,0,,54,"{""type"":""Point"",""coordinates"":[166.202712,-22.001490505157832]}"
9506,6,6,6,6,6,6,1,0,9506,0,,12,"{""type"":""Point"",""coordinates"":[166.20281038375506,-21.979263494330283]}"
9507,6,6,6,6,6,6,1,0,9507,0,,0,"{""type"":""Point"",""coordinates"":[166.20281038375506,-21.978994]}"
9508,6,6,6,6,6,6,1,0,9508,0,,0,"{""type"":""Point"",""coordinates"":[166.20281038375506,-21.978724505158112]}"
9509,1,1,3,3,3,3,1,0,9509,1,11,81,"{""type"":""Point"",""coordinates"":[166.2028786328983,-21.987396494330184]}"
9510,6,6,6,6,6,6,1,0,9510,0,,45,"{""type"":""Point"",""coordinates"":[166.2028786328983,-21.987127]}"
9511,6,6,6,6,6,6,1,0,9511,0,,45,"{""type"":""Point"",""coordinates"":[166.2028786328983,-21.986857505158028]}"
9512,6,6,6,6,6,6,1,0,9512,0,,45,"{""type"":""Point"",""coordinates"":[166.20289963789395,-21.989835494330134]}"
9513,1,1,3,3,3,3,1,0,9513,1,7,68,"{""type"":""Point"",""coordinates"":[166.20289963789395,-21.989566000000003]}"
9514,1,1,3,3,3,3,1,0,9514,1,7,67,"{""type"":""Point"",""coordinates"":[166.20289963789395,-21.989296505157977]}"
9515,6,6,6,6,6,6,1,0,9515,0,,45,"{""type"":""Point"",""coordinates"":[166.20290663955936,-21.990648494330145]}"
9516,6,6,6,6,6,6,1,0,9516,0,,44,"{""type"":""Point"",""coordinates"":[166.20290663955936,-21.990379000000004]}"
9517,6,6,6,6,6,6,1,0,9517,0,,45,"{""type"":""Point"",""coordinates"":[166.20290663955936,-21.99010950515797]}"
9518,6,6,6,6,6,6,1,0,9518,0,,45,"{""type"":""Point"",""coordinates"":[166.20292264344548,-21.992545494330106]}"
9519,6,6,6,6,6,6,1,0,9519,0,,45,"{""type"":""Point"",""coordinates"":[166.20292264344548,-21.99227599999999]}"
9520,6,6,6,6,6,6,1,0,9520,0,,45,"{""type"":""Point"",""coordinates"":[166.20292264344548,-21.992006505157946]}"
9521,1,1,1,1,1,1,1,0,9521,0,,90,"{""type"":""Point"",""coordinates"":[166.20291856911965,-21.88847949433145]}"
9522,1,1,1,1,1,1,1,0,9522,0,,90,"{""type"":""Point"",""coordinates"":[166.20291856911965,-21.888210000000008]}"
9523,1,1,1,1,1,1,1,0,9523,0,,85,"{""type"":""Point"",""coordinates"":[166.20291856911965,-21.88794050515928]}"
9524,6,6,6,6,6,6,1,0,9524,0,,45,"{""type"":""Point"",""coordinates"":[166.20295,-21.822899494332294]}"
9525,3,3,3,3,3,3,1,0,9525,0,,45,"{""type"":""Point"",""coordinates"":[166.20295,-21.822630000000007]}"
9526,6,6,6,6,6,6,1,0,9526,0,,45,"{""type"":""Point"",""coordinates"":[166.20295,-21.822360505160137]}"
9527,6,6,6,6,4,4,1,0,9527,0,,45,"{""type"":""Point"",""coordinates"":[166.2030026628807,-22.00202949432999]}"
9528,6,6,6,6,4,4,1,0,9528,0,,42,"{""type"":""Point"",""coordinates"":[166.2030026628807,-22.001760000000004]}"
9529,6,6,6,6,4,4,1,0,9529,0,,45,"{""type"":""Point"",""coordinates"":[166.2030026628807,-22.001490505157832]}"
9530,6,6,6,6,6,6,1,0,9530,1,8,56,"{""type"":""Point"",""coordinates"":[166.203101,-21.979263494330283]}"
9531,3,3,3,3,3,3,1,0,9531,0,,9,"{""type"":""Point"",""coordinates"":[166.203101,-21.978994]}"
9532,6,6,6,6,6,6,1,0,9532,0,,6,"{""type"":""Point"",""coordinates"":[166.203101,-21.978724505158112]}"
9533,1,1,1,1,1,1,1,0,9533,0,,90,"{""type"":""Point"",""coordinates"":[166.20320899999996,-21.888479494331452]}"
9534,1,1,1,1,2,2,1,0,9534,0,,90,"{""type"":""Point"",""coordinates"":[166.20320899999996,-21.888210000000008]}"
9535,1,1,1,1,3,3,1,0,9535,0,,85,"{""type"":""Point"",""coordinates"":[166.20320899999996,-21.88794050515928]}"
9536,3,3,3,3,3,3,1,0,9536,0,,45,"{""type"":""Point"",""coordinates"":[166.2032402975779,-21.822899494332294]}"
9537,1,1,1,1,1,1,1,0,9537,0,,45,"{""type"":""Point"",""coordinates"":[166.2032402975779,-21.82263000000001]}"
9538,1,1,1,1,1,1,1,0,9538,0,,45,"{""type"":""Point"",""coordinates"":[166.2032402975779,-21.822360505160145]}"
9539,1,1,3,3,4,4,1,0,9539,1,6,78,"{""type"":""Point"",""coordinates"":[166.20328704276267,-21.654331494334443]}"
9540,1,1,3,3,4,4,1,0,9540,0,,90,"{""type"":""Point"",""coordinates"":[166.20328704276267,-21.654062]}"
9541,6,6,6,6,6,6,1,0,9541,0,,90,"{""type"":""Point"",""coordinates"":[166.20328704276267,-21.65379250516229]}"
9542,6,6,6,6,6,6,1,0,9542,0,,55,"{""type"":""Point"",""coordinates"":[166.20339161624503,-21.979263494330283]}"
9543,6,6,6,6,6,6,1,0,9543,0,,8,"{""type"":""Point"",""coordinates"":[166.20339161624503,-21.978994]}"
9544,6,6,6,6,6,4,1,0,9544,0,,6,"{""type"":""Point"",""coordinates"":[166.20339161624503,-21.978724505158112]}"
9545,1,1,1,1,2,2,1,0,9545,0,,81,"{""type"":""Point"",""coordinates"":[166.20349943088033,-21.88847949433145]}"
9546,6,6,6,6,6,6,1,0,9546,0,,79,"{""type"":""Point"",""coordinates"":[166.20349943088033,-21.888210000000004]}"
9547,1,1,2,2,3,3,1,0,9547,0,,74,"{""type"":""Point"",""coordinates"":[166.20349943088033,-21.887940505159282]}"
9548,1,1,3,3,3,3,1,0,9548,1,6,82,"{""type"":""Point"",""coordinates"":[166.203577,-21.654331494334443]}"
9549,1,1,3,3,3,3,1,0,9549,1,6,81,"{""type"":""Point"",""coordinates"":[166.203577,-21.654062]}"
9550,1,1,3,3,3,3,1,0,9550,0,,76,"{""type"":""Point"",""coordinates"":[166.203577,-21.65379250516229]}"
9551,1,2,2,2,3,3,1,0,9551,0,,9,"{""type"":""Point"",""coordinates"":[166.20359533435814,-22.003376494329967]}"
9552,1,1,1,1,3,3,1,0,9552,0,,50,"{""type"":""Point"",""coordinates"":[166.20359533435814,-22.003107]}"
9553,3,3,3,3,3,3,1,0,9553,0,,13,"{""type"":""Point"",""coordinates"":[166.20359533435814,-22.002837505157814]}"
9554,1,1,3,3,3,3,1,0,9554,0,,45,"{""type"":""Point"",""coordinates"":[166.20374136934228,-21.98630249433019]}"
9555,6,6,6,6,6,6,1,0,9555,0,,45,"{""type"":""Point"",""coordinates"":[166.20374136934228,-21.986032999999995]}"
9556,6,6,6,6,6,6,1,0,9556,0,,37,"{""type"":""Point"",""coordinates"":[166.20374136934228,-21.985763505158037]}"
9557,6,6,6,6,6,6,1,0,9557,1,7,62,"{""type"":""Point"",""coordinates"":[166.20376436379183,-21.98901249433015]}"
9558,1,1,3,3,3,3,1,0,9558,1,7,76,"{""type"":""Point"",""coordinates"":[166.20376436379183,-21.988743]}"
9559,1,1,3,3,3,3,1,0,9559,1,7,75,"{""type"":""Point"",""coordinates"":[166.20376436379183,-21.988473505157998]}"
9560,1,1,3,3,4,4,1,0,9560,1,6,85,"{""type"":""Point"",""coordinates"":[166.20386695723738,-21.654331494334443]}"
9561,1,1,3,3,3,3,1,0,9561,0,,81,"{""type"":""Point"",""coordinates"":[166.20386695723738,-21.654062]}"
9562,6,6,6,6,6,6,1,0,9562,1,6,79,"{""type"":""Point"",""coordinates"":[166.20386695723738,-21.653792505162286]}"
9563,1,1,1,1,3,3,1,0,9563,0,,0,"{""type"":""Point"",""coordinates"":[166.203886,-22.003376494329967]}"
9564,1,1,1,1,3,3,1,0,9564,0,,45,"{""type"":""Point"",""coordinates"":[166.203886,-22.003107]}"
9565,1,1,2,2,4,4,1,0,9565,0,,45,"{""type"":""Point"",""coordinates"":[166.203886,-22.002837505157814]}"
9566,1,1,3,3,4,4,1,0,9566,0,,45,"{""type"":""Point"",""coordinates"":[166.204032,-21.986302494330186]}"
9567,3,3,3,3,4,4,1,0,9567,0,,45,"{""type"":""Point"",""coordinates"":[166.204032,-21.98603299999999]}"
9568,6,6,6,6,6,6,1,0,9568,0,,37,"{""type"":""Point"",""coordinates"":[166.204032,-21.985763505158033]}"
9569,6,6,6,6,6,6,1,0,9569,0,,37,"{""type"":""Point"",""coordinates"":[166.20405499999998,-21.98901249433015]}"
9570,2,2,3,3,3,3,1,0,9570,1,7,54,"{""type"":""Point"",""coordinates"":[166.20405499999998,-21.988743]}"
9571,6,6,6,6,6,6,1,0,9571,1,7,75,"{""type"":""Point"",""coordinates"":[166.20405499999998,-21.988473505157998]}"
9572,1,1,1,1,3,3,1,0,9572,0,,45,"{""type"":""Point"",""coordinates"":[166.20417666564188,-22.003376494329967]}"
9573,1,1,3,3,3,3,1,0,9573,0,,45,"{""type"":""Point"",""coordinates"":[166.20417666564188,-22.003107]}"
9574,1,1,2,2,2,2,1,0,9574,0,,62,"{""type"":""Point"",""coordinates"":[166.20417666564188,-22.002837505157817]}"
9575,1,1,3,3,4,4,1,0,9575,0,,0,"{""type"":""Point"",""coordinates"":[166.20427231103002,-22.01475249432981]}"
9576,2,2,3,3,3,3,1,0,9576,0,,0,"{""type"":""Point"",""coordinates"":[166.20427031158593,-22.014481494329807]}"
9577,3,3,3,3,3,3,1,0,9577,0,,0,"{""type"":""Point"",""coordinates"":[166.20427031158593,-22.014211999999983]}"
9578,6,6,6,6,6,6,1,0,9578,0,,20,"{""type"":""Point"",""coordinates"":[166.20427031158593,-22.013942505157676]}"
9579,6,6,6,6,6,6,1,0,9579,0,,27,"{""type"":""Point"",""coordinates"":[166.20432263065777,-21.98630249433019]}"
9580,1,1,3,3,3,3,1,0,9580,0,,24,"{""type"":""Point"",""coordinates"":[166.20432036990547,-21.986027494330205]}"
9581,6,6,6,6,6,6,1,0,9581,0,,22,"{""type"":""Point"",""coordinates"":[166.20432036990547,-21.985758000000004]}"
9582,1,1,2,2,2,2,1,0,9582,0,,23,"{""type"":""Point"",""coordinates"":[166.20432036990547,-21.985488505158045]}"
9583,6,6,6,6,6,6,1,0,9583,1,7,70,"{""type"":""Point"",""coordinates"":[166.20434563620816,-21.98901249433015]}"
9584,6,6,6,6,6,6,1,0,9584,0,,45,"{""type"":""Point"",""coordinates"":[166.20434563620816,-21.988743]}"
9585,6,6,6,6,6,6,1,0,9585,0,,45,"{""type"":""Point"",""coordinates"":[166.20434563620816,-21.988473505157998]}"
9586,1,1,3,3,3,3,1,0,9586,0,,71,"{""type"":""Point"",""coordinates"":[166.204464334928,-22.003098494329965]}"
9587,1,1,3,3,3,3,1,0,9587,0,,75,"{""type"":""Point"",""coordinates"":[166.204464334928,-22.00282899999999]}"
9588,1,2,2,2,2,2,1,0,9588,0,,53,"{""type"":""Point"",""coordinates"":[166.204464334928,-22.00255950515782]}"
9589,1,1,2,2,2,2,1,0,9589,0,,55,"{""type"":""Point"",""coordinates"":[166.20448939930992,-21.971663494330382]}"
9590,6,6,6,6,6,6,1,0,9590,0,,45,"{""type"":""Point"",""coordinates"":[166.20448939930992,-21.971394000000007]}"
9591,6,6,6,6,6,6,1,0,9591,0,,20,"{""type"":""Point"",""coordinates"":[166.20448939930992,-21.97112450515823]}"
9592,6,6,6,6,6,6,1,0,9592,0,,0,"{""type"":""Point"",""coordinates"":[166.204563,-22.01475249432981]}"
9593,1,3,3,3,4,4,1,0,9593,0,,0,"{""type"":""Point"",""coordinates"":[166.20456099999998,-22.014481494329807]}"
9594,3,3,3,3,4,4,1,0,9594,0,,0,"{""type"":""Point"",""coordinates"":[166.20456099999998,-22.014211999999983]}"
9595,6,6,6,6,6,6,1,0,9595,0,,46,"{""type"":""Point"",""coordinates"":[166.20456099999998,-22.013942505157676]}"
9596,6,6,6,6,6,6,1,0,9596,0,,24,"{""type"":""Point"",""coordinates"":[166.20461100000003,-21.9860274943302]}"
9597,1,1,3,3,3,3,1,0,9597,0,,24,"{""type"":""Point"",""coordinates"":[166.20461100000003,-21.985758000000004]}"
9598,1,1,3,3,3,3,1,0,9598,0,,44,"{""type"":""Point"",""coordinates"":[166.20461100000003,-21.985488505158045]}"
9599,1,1,2,2,3,3,1,0,9599,0,,76,"{""type"":""Point"",""coordinates"":[166.204755,-22.003098494329965]}"
9600,1,1,3,3,3,3,1,0,9600,0,,59,"{""type"":""Point"",""coordinates"":[166.204755,-22.00282899999999]}"
9601,3,3,3,3,3,3,1,0,9601,0,,62,"{""type"":""Point"",""coordinates"":[166.204755,-22.002559505157816]}"
9602,1,1,2,2,3,3,1,0,9602,0,,62,"{""type"":""Point"",""coordinates"":[166.20478,-21.971663494330382]}"
9603,6,6,6,6,6,6,1,0,9603,0,,39,"{""type"":""Point"",""coordinates"":[166.20478,-21.971394000000004]}"
9604,6,6,6,6,6,6,1,0,9604,0,,16,"{""type"":""Point"",""coordinates"":[166.20478,-21.97112450515823]}"
9605,6,6,6,6,6,6,1,0,9605,0,,45,"{""type"":""Point"",""coordinates"":[166.20485368897002,-22.01475249432981]}"
9606,6,6,6,6,6,6,1,0,9606,0,,0,"{""type"":""Point"",""coordinates"":[166.2048516884141,-22.014481494329807]}"
9607,1,1,3,3,4,4,1,0,9607,0,,45,"{""type"":""Point"",""coordinates"":[166.2048516884141,-22.014211999999986]}"
9608,1,1,3,3,4,4,1,0,9608,0,,45,"{""type"":""Point"",""coordinates"":[166.2048516884141,-22.013942505157676]}"
9609,6,6,6,6,6,6,1,0,9609,0,,16,"{""type"":""Point"",""coordinates"":[166.20490163009455,-21.9860274943302]}"
9610,1,1,3,3,3,3,1,0,9610,0,,20,"{""type"":""Point"",""coordinates"":[166.20490163009455,-21.985758000000004]}"
9611,1,1,2,2,2,2,1,0,9611,0,,44,"{""type"":""Point"",""coordinates"":[166.20490163009455,-21.985488505158045]}"
9612,1,1,2,2,3,3,1,0,9612,0,,76,"{""type"":""Point"",""coordinates"":[166.20504566507196,-22.003098494329965]}"
9613,6,6,6,6,4,4,1,0,9613,0,,54,"{""type"":""Point"",""coordinates"":[166.20504566507196,-22.00282899999999]}"
9614,6,6,6,6,6,6,1,0,9614,0,,62,"{""type"":""Point"",""coordinates"":[166.20504566507196,-22.002559505157823]}"
9615,6,6,6,6,6,6,1,0,9615,0,,45,"{""type"":""Point"",""coordinates"":[166.2050706006901,-21.971663494330382]}"
9616,1,1,3,3,3,3,1,0,9616,1,1,90,"{""type"":""Point"",""coordinates"":[166.2050706006901,-21.971394000000007]}"
9617,6,6,6,6,6,6,1,0,9617,1,1,82,"{""type"":""Point"",""coordinates"":[166.2050706006901,-21.97112450515823]}"
9618,1,3,3,3,4,4,1,0,9618,0,,45,"{""type"":""Point"",""coordinates"":[166.20514431104232,-22.014746494329817]}"
9619,1,1,3,3,4,4,1,0,9619,0,,45,"{""type"":""Point"",""coordinates"":[166.20514431104232,-22.014477]}"
9620,1,1,3,3,4,4,1,0,9620,0,,45,"{""type"":""Point"",""coordinates"":[166.20514431104232,-22.01420750515766]}"
9621,1,1,3,3,4,4,1,0,9621,0,,45,"{""type"":""Point"",""coordinates"":[166.205435,-22.014746494329813]}"
9622,1,1,3,3,4,4,1,0,9622,0,,45,"{""type"":""Point"",""coordinates"":[166.205435,-22.014477]}"
9623,1,1,3,4,3,3,1,0,9623,0,,45,"{""type"":""Point"",""coordinates"":[166.205435,-22.01420750515766]}"
9624,6,6,6,6,6,6,1,0,9624,0,,45,"{""type"":""Point"",""coordinates"":[166.20563803517305,-21.6581084943344]}"
9625,6,6,6,6,6,6,1,0,9625,0,,20,"{""type"":""Point"",""coordinates"":[166.20563803517305,-21.657838999999985]}"
9626,6,6,6,6,6,6,1,0,9626,1,6,45,"{""type"":""Point"",""coordinates"":[166.20563803517305,-21.65756950516223]}"
9627,6,6,6,6,6,6,1,0,9627,0,,16,"{""type"":""Point"",""coordinates"":[166.20572038269046,-21.979783494330263]}"
9628,6,6,6,6,6,6,1,0,9628,0,,6,"{""type"":""Point"",""coordinates"":[166.20572038269046,-21.979513999999995]}"
9629,6,6,6,6,6,6,1,0,9629,0,,20,"{""type"":""Point"",""coordinates"":[166.20572038269046,-21.97924450515811]}"
9630,1,1,3,3,4,4,1,0,9630,0,,45,"{""type"":""Point"",""coordinates"":[166.20572568895767,-22.014746494329813]}"
9631,1,1,3,3,4,4,1,0,9631,0,,55,"{""type"":""Point"",""coordinates"":[166.20572568895767,-22.014477]}"
9632,1,1,3,3,4,4,1,0,9632,0,,55,"{""type"":""Point"",""coordinates"":[166.20572568895767,-22.01420750515766]}"
9633,6,6,6,6,6,6,1,0,9633,1,20,28,"{""type"":""Point"",""coordinates"":[166.205928,-21.658108494334403]}"
9634,6,6,6,6,6,6,1,0,9634,1,20,45,"{""type"":""Point"",""coordinates"":[166.205928,-21.65783899999998]}"
9635,1,1,3,3,3,3,1,0,9635,1,6,66,"{""type"":""Point"",""coordinates"":[166.205928,-21.657569505162233]}"
9636,6,6,6,6,6,6,1,0,9636,0,,45,"{""type"":""Point"",""coordinates"":[166.206011,-21.979783494330263]}"
9637,6,6,6,6,6,6,1,0,9637,1,9,55,"{""type"":""Point"",""coordinates"":[166.206011,-21.979513999999995]}"
9638,6,6,6,6,6,6,1,0,9638,0,,34,"{""type"":""Point"",""coordinates"":[166.206011,-21.97924450515811]}"
9639,6,6,6,6,6,6,1,0,9639,1,20,22,"{""type"":""Point"",""coordinates"":[166.20621796482692,-21.6581084943344]}"
9640,6,6,6,6,6,6,1,0,9640,1,20,45,"{""type"":""Point"",""coordinates"":[166.20621796482692,-21.65783899999998]}"
9641,1,1,3,3,3,3,1,0,9641,1,6,62,"{""type"":""Point"",""coordinates"":[166.20621796482692,-21.657569505162233]}"
9642,6,6,6,6,6,6,1,0,9642,1,21,16,"{""type"":""Point"",""coordinates"":[166.2063016173095,-21.979783494330267]}"
9643,6,6,6,6,6,6,1,0,9643,1,21,19,"{""type"":""Point"",""coordinates"":[166.2063016173095,-21.979513999999995]}"
9644,6,6,6,6,6,6,1,0,9644,1,21,39,"{""type"":""Point"",""coordinates"":[166.2063016173095,-21.97924450515811]}"
9645,6,6,6,6,6,6,1,0,9645,0,,24,"{""type"":""Point"",""coordinates"":[166.20664030050114,-22.01988449432976]}"
9646,6,6,6,6,6,6,1,0,9646,0,,29,"{""type"":""Point"",""coordinates"":[166.20664030050114,-22.019614999999988]}"
9647,3,3,3,3,4,4,1,0,9647,0,,39,"{""type"":""Point"",""coordinates"":[166.20664030050114,-22.019345505157588]}"
9648,6,6,6,6,6,6,1,0,9648,0,,44,"{""type"":""Point"",""coordinates"":[166.20675434329485,-21.99901649433004]}"
9649,6,6,6,6,6,6,1,0,9649,0,,51,"{""type"":""Point"",""coordinates"":[166.20675434329485,-21.99874700000001]}"
9650,1,1,2,2,2,2,1,0,9650,0,,45,"{""type"":""Point"",""coordinates"":[166.20675434329485,-21.99847750515788]}"
9651,6,6,6,6,6,6,1,0,9651,0,,37,"{""type"":""Point"",""coordinates"":[166.20675734273948,-21.999287494330037]}"
9652,6,6,6,6,6,6,1,0,9652,0,,44,"{""type"":""Point"",""coordinates"":[166.20675734273948,-21.999018000000003]}"
9653,6,6,6,6,6,6,1,0,9653,0,,51,"{""type"":""Point"",""coordinates"":[166.20675734273948,-21.99874850515787]}"
9654,6,6,6,6,6,6,1,0,9654,0,,37,"{""type"":""Point"",""coordinates"":[166.206931,-22.01988449432976]}"
9655,3,3,3,3,3,4,1,0,9655,0,,39,"{""type"":""Point"",""coordinates"":[166.206931,-22.019614999999988]}"
9656,3,3,3,3,3,3,1,0,9656,0,,29,"{""type"":""Point"",""coordinates"":[166.206931,-22.019345505157588]}"
9657,2,2,3,3,3,3,1,0,9657,0,,37,"{""type"":""Point"",""coordinates"":[166.207045,-21.99901649433004]}"
9658,1,1,3,3,3,3,1,0,9658,0,,37,"{""type"":""Point"",""coordinates"":[166.207045,-21.99874700000001]}"
9659,1,1,2,2,2,2,1,0,9659,0,,45,"{""type"":""Point"",""coordinates"":[166.207045,-21.99847750515788]}"
9660,1,1,3,3,3,3,1,0,9660,0,,37,"{""type"":""Point"",""coordinates"":[166.207048,-21.999287494330034]}"
9661,2,2,3,3,3,3,1,0,9661,0,,37,"{""type"":""Point"",""coordinates"":[166.207048,-21.999018000000003]}"
9662,1,1,3,3,3,3,1,0,9662,0,,37,"{""type"":""Point"",""coordinates"":[166.207048,-21.998748505157867]}"
9663,1,1,1,1,3,3,1,0,9663,1,6,90,"{""type"":""Point"",""coordinates"":[166.20706903954976,-21.65593049433443]}"
9664,1,1,2,2,3,3,1,0,9664,1,6,90,"{""type"":""Point"",""coordinates"":[166.20706903954976,-21.65566099999999]}"
9665,1,1,3,3,3,3,1,0,9665,1,6,90,"{""type"":""Point"",""coordinates"":[166.20706903954976,-21.655391505162243]}"
9666,6,6,6,6,4,4,1,0,9666,0,,38,"{""type"":""Point"",""coordinates"":[166.20722169949892,-22.01988449432976]}"
9667,3,3,3,3,3,4,1,0,9667,0,,37,"{""type"":""Point"",""coordinates"":[166.20722169949892,-22.019614999999988]}"
9668,1,1,3,3,4,4,1,0,9668,0,,37,"{""type"":""Point"",""coordinates"":[166.20722169949892,-22.019345505157588]}"
9669,6,6,6,6,6,6,1,0,9669,0,,16,"{""type"":""Point"",""coordinates"":[166.20733865726052,-21.999287494330037]}"
9670,6,6,6,6,6,6,1,0,9670,0,,12,"{""type"":""Point"",""coordinates"":[166.20733565670508,-21.99901649433004]}"
9671,3,3,3,3,3,3,1,0,9671,0,,13,"{""type"":""Point"",""coordinates"":[166.20733565670508,-21.99874700000001]}"
9672,1,1,3,3,3,3,1,0,9672,0,,24,"{""type"":""Point"",""coordinates"":[166.20733565670508,-21.99847750515788]}"
9673,1,1,2,2,3,3,1,0,9673,1,6,90,"{""type"":""Point"",""coordinates"":[166.207359,-21.65593049433443]}"
9674,1,1,3,3,3,3,1,0,9674,1,6,90,"{""type"":""Point"",""coordinates"":[166.207359,-21.655660999999995]}"
9675,1,1,3,3,3,3,1,0,9675,1,6,90,"{""type"":""Point"",""coordinates"":[166.207359,-21.655391505162243]}"
9676,1,1,3,3,3,3,1,0,9676,1,6,90,"{""type"":""Point"",""coordinates"":[166.2076489604502,-21.655930494334427]}"
9677,1,1,3,3,3,3,1,0,9677,1,6,90,"{""type"":""Point"",""coordinates"":[166.2076489604502,-21.65566099999999]}"
9678,1,1,3,3,3,3,1,0,9678,1,6,90,"{""type"":""Point"",""coordinates"":[166.2076489604502,-21.655391505162243]}"
9679,6,6,6,6,6,6,1,0,9679,0,,45,"{""type"":""Point"",""coordinates"":[166.20800739159884,-21.97543149433031]}"
9680,6,6,6,6,6,6,1,0,9680,0,,45,"{""type"":""Point"",""coordinates"":[166.20800739159884,-21.975161999999983]}"
9681,6,6,6,6,6,6,1,0,9681,0,,45,"{""type"":""Point"",""coordinates"":[166.20800739159884,-21.974892505158156]}"
9682,1,1,2,2,3,3,1,0,9682,0,,82,"{""type"":""Point"",""coordinates"":[166.20819204827947,-21.651585494334498]}"
9683,1,1,3,3,3,3,1,0,9683,0,,90,"{""type"":""Point"",""coordinates"":[166.20819204827947,-21.65131600000001]}"
9684,6,6,6,6,6,6,1,0,9684,0,,74,"{""type"":""Point"",""coordinates"":[166.20819204827947,-21.651046505162338]}"
9685,6,6,6,6,6,6,1,0,9685,0,,37,"{""type"":""Point"",""coordinates"":[166.20829139326682,-21.974616494330338]}"
9686,6,6,6,6,6,6,1,0,9686,1,16,44,"{""type"":""Point"",""coordinates"":[166.20829139326682,-21.974346999999995]}"
9687,6,6,6,6,6,6,1,0,9687,1,16,45,"{""type"":""Point"",""coordinates"":[166.20829139326682,-21.97407750515817]}"
9688,6,6,6,6,6,6,1,0,9688,0,,16,"{""type"":""Point"",""coordinates"":[166.20829800000004,-21.97543149433031]}"
9689,6,6,6,6,6,6,1,0,9689,0,,24,"{""type"":""Point"",""coordinates"":[166.20829800000004,-21.975161999999983]}"
9690,6,6,6,6,6,6,1,0,9690,0,,37,"{""type"":""Point"",""coordinates"":[166.20829800000004,-21.974892505158152]}"
9691,1,1,1,1,3,3,1,0,9691,0,,90,"{""type"":""Point"",""coordinates"":[166.208482,-21.651585494334498]}"
9692,1,1,2,2,3,3,1,0,9692,0,,98,"{""type"":""Point"",""coordinates"":[166.208482,-21.651316000000005]}"
9693,6,6,6,6,6,6,1,0,9693,1,8,90,"{""type"":""Point"",""coordinates"":[166.208482,-21.651046505162338]}"
9694,6,6,6,6,6,6,1,0,9694,1,5,81,"{""type"":""Point"",""coordinates"":[166.208582,-21.974616494330334]}"
9695,6,6,6,6,6,6,1,0,9695,1,5,81,"{""type"":""Point"",""coordinates"":[166.208582,-21.974346999999995]}"
9696,1,1,3,3,3,3,1,0,9696,1,5,82,"{""type"":""Point"",""coordinates"":[166.208582,-21.97407750515817]}"
9697,6,6,6,6,6,6,1,0,9697,0,,45,"{""type"":""Point"",""coordinates"":[166.20859139105437,-21.975697494330323]}"
9698,6,6,6,6,6,6,1,0,9698,0,,62,"{""type"":""Point"",""coordinates"":[166.20858860840124,-21.97543149433031]}"
9699,6,6,6,6,6,6,1,0,9699,1,5,81,"{""type"":""Point"",""coordinates"":[166.20858860840124,-21.975161999999983]}"
9700,1,1,3,3,3,3,1,0,9700,1,5,85,"{""type"":""Point"",""coordinates"":[166.20858860840124,-21.97489250515816]}"
9701,1,1,1,1,3,3,1,0,9701,0,,96,"{""type"":""Point"",""coordinates"":[166.20877195172056,-21.651585494334498]}"
9702,1,1,1,1,3,3,1,0,9702,0,,97,"{""type"":""Point"",""coordinates"":[166.20877195172056,-21.65131600000001]}"
9703,1,1,1,1,3,3,1,0,9703,1,20,90,"{""type"":""Point"",""coordinates"":[166.20877195172056,-21.651046505162338]}"
9704,1,1,3,3,3,3,1,0,9704,1,5,82,"{""type"":""Point"",""coordinates"":[166.2088726067332,-21.974616494330334]}"
9705,6,6,6,6,6,6,1,0,9705,1,5,81,"{""type"":""Point"",""coordinates"":[166.2088726067332,-21.974346999999995]}"
9706,6,6,6,6,6,6,1,0,9706,1,5,81,"{""type"":""Point"",""coordinates"":[166.2088703938317,-21.97434049433032]}"
9707,6,6,6,6,6,6,1,0,9707,1,5,82,"{""type"":""Point"",""coordinates"":[166.2088726067332,-21.97407750515817]}"
9708,6,6,6,6,6,6,1,0,9708,1,5,82,"{""type"":""Point"",""coordinates"":[166.2088703938317,-21.974070999999984]}"
9709,1,1,3,3,3,3,1,0,9709,1,5,85,"{""type"":""Point"",""coordinates"":[166.2088703938317,-21.973801505158168]}"
