system:index,Dec1999,Dec2000,Dec2007,Dec2008,Dec2020,Dec2021,datamask,gain,id,loss,lossyear,treecover2000,.geo
708,6,6,6,6,6,6,1,0,708,1,9,39,"{""type"":""Point"",""coordinates"":[165.840549,-21.79235250516051]}"
709,6,6,6,6,6,6,1,0,709,0,,45,"{""type"":""Point"",""coordinates"":[165.84077068632567,-21.83083149433219]}"
710,6,6,6,6,6,6,1,0,710,0,,39,"{""type"":""Point"",""coordinates"":[165.84077068632567,-21.830562000000004]}"
711,6,6,6,6,6,6,1,0,711,0,,45,"{""type"":""Point"",""coordinates"":[165.84077068632567,-21.830292505160017]}"
712,6,6,6,6,6,6,1,0,712,0,,0,"{""type"":""Point"",""coordinates"":[165.840813,-21.838150494332098]}"
713,6,6,6,6,6,6,1,0,713,1,7,16,"{""type"":""Point"",""coordinates"":[165.840813,-21.837881000000003]}"
714,6,6,6,6,6,6,1,0,714,0,,0,"{""type"":""Point"",""coordinates"":[165.840813,-21.83761150515994]}"
715,6,6,6,6,6,6,1,0,715,0,,0,"{""type"":""Point"",""coordinates"":[165.8408392367492,-21.792891494332665]}"
716,6,6,6,6,6,6,1,0,716,0,,0,"{""type"":""Point"",""coordinates"":[165.8408392367492,-21.79262199999999]}"
717,6,6,6,6,6,6,1,0,717,0,,0,"{""type"":""Point"",""coordinates"":[165.8408392367492,-21.79235250516051]}"
718,6,6,6,6,6,6,1,0,718,0,,0,"{""type"":""Point"",""coordinates"":[165.8408827478853,-21.80047649433257]}"
719,6,6,6,6,6,6,1,0,719,0,,0,"{""type"":""Point"",""coordinates"":[165.8408827478853,-21.800207000000004]}"
720,6,6,6,6,6,6,1,0,720,0,,0,"{""type"":""Point"",""coordinates"":[165.8408827478853,-21.799937505160432]}"
721,6,6,6,6,6,6,1,0,721,1,5,62,"{""type"":""Point"",""coordinates"":[165.84106100000002,-21.830831494332184]}"
722,6,6,6,6,6,6,1,0,722,1,5,56,"{""type"":""Point"",""coordinates"":[165.84106100000002,-21.830562000000004]}"
723,6,6,6,6,6,6,1,0,723,1,5,45,"{""type"":""Point"",""coordinates"":[165.84106100000002,-21.830292505160017]}"
724,6,6,6,6,6,6,1,0,724,0,,0,"{""type"":""Point"",""coordinates"":[165.84110332853328,-21.838150494332098]}"
725,6,6,6,6,6,6,1,0,725,0,,9,"{""type"":""Point"",""coordinates"":[165.84110332853328,-21.837881]}"
726,6,6,6,6,6,6,1,0,726,0,,25,"{""type"":""Point"",""coordinates"":[165.84110332853328,-21.83761150515994]}"
727,6,6,6,6,6,6,1,1,727,0,,45,"{""type"":""Point"",""coordinates"":[165.84111766651978,-21.84058649433205]}"
728,6,6,6,6,6,6,1,0,728,1,5,97,"{""type"":""Point"",""coordinates"":[165.84111766651978,-21.840317]}"
729,6,6,6,6,6,6,1,0,729,1,5,80,"{""type"":""Point"",""coordinates"":[165.84111766651978,-21.8400475051599]}"
730,6,6,6,6,6,6,1,0,730,0,,0,"{""type"":""Point"",""coordinates"":[165.841173,-21.80047649433257]}"
731,6,6,6,6,6,6,1,0,731,1,7,37,"{""type"":""Point"",""coordinates"":[165.841173,-21.800207]}"
732,6,6,6,6,6,6,1,0,732,1,7,37,"{""type"":""Point"",""coordinates"":[165.841173,-21.799937505160432]}"
733,6,6,6,6,6,6,1,0,733,1,5,55,"{""type"":""Point"",""coordinates"":[165.84135131367432,-21.83083149433219]}"
734,6,6,6,6,6,6,1,0,734,0,,29,"{""type"":""Point"",""coordinates"":[165.84135131367432,-21.830562000000004]}"
735,6,6,6,6,6,6,1,0,735,1,5,29,"{""type"":""Point"",""coordinates"":[165.84135131367432,-21.830292505160017]}"
736,6,6,6,6,6,6,1,0,736,0,,47,"{""type"":""Point"",""coordinates"":[165.8414026681729,-21.83977249433209]}"
737,6,6,6,6,6,6,1,0,737,0,,27,"{""type"":""Point"",""coordinates"":[165.8414026681729,-21.839503000000008]}"
738,6,6,6,6,6,6,1,0,738,0,,27,"{""type"":""Point"",""coordinates"":[165.8414026681729,-21.839233505159925]}"
739,6,6,6,6,6,6,1,0,739,0,,47,"{""type"":""Point"",""coordinates"":[165.841408,-21.840586494332054]}"
740,6,6,6,6,6,6,1,0,740,1,5,97,"{""type"":""Point"",""coordinates"":[165.841408,-21.840317000000002]}"
741,6,6,6,6,6,6,1,0,741,1,5,97,"{""type"":""Point"",""coordinates"":[165.841408,-21.840047505159905]}"
742,6,6,6,6,6,6,1,0,742,0,,9,"{""type"":""Point"",""coordinates"":[165.84146325211466,-21.80047649433257]}"
743,6,6,6,6,6,6,1,0,743,1,7,37,"{""type"":""Point"",""coordinates"":[165.84146325211466,-21.800207000000004]}"
744,6,6,6,6,6,6,1,0,744,1,7,37,"{""type"":""Point"",""coordinates"":[165.84146325211466,-21.799937505160432]}"
745,6,6,6,6,6,6,1,0,745,0,,45,"{""type"":""Point"",""coordinates"":[165.84164368523366,-21.83136949433218]}"
746,6,6,6,6,6,6,1,0,746,0,,20,"{""type"":""Point"",""coordinates"":[165.84164368523366,-21.831099999999974]}"
747,6,6,6,6,6,6,1,0,747,1,5,55,"{""type"":""Point"",""coordinates"":[165.84164368523366,-21.830830505160012]}"
748,6,6,6,6,6,6,1,0,748,1,5,97,"{""type"":""Point"",""coordinates"":[165.841693,-21.83977249433209]}"
749,6,6,6,6,6,6,1,0,749,0,,0,"{""type"":""Point"",""coordinates"":[165.841693,-21.839503000000008]}"
750,6,6,6,6,6,6,1,0,750,0,,45,"{""type"":""Point"",""coordinates"":[165.841693,-21.839233505159925]}"
751,6,6,6,6,6,6,1,0,751,1,5,45,"{""type"":""Point"",""coordinates"":[165.84169833348022,-21.840586494332054]}"
752,6,6,6,6,6,6,1,0,752,0,,67,"{""type"":""Point"",""coordinates"":[165.84169833348022,-21.840317000000002]}"
753,6,6,6,6,6,6,1,0,753,0,,67,"{""type"":""Point"",""coordinates"":[165.84169833348022,-21.840047505159905]}"
754,6,6,6,6,6,6,1,0,754,0,,0,"{""type"":""Point"",""coordinates"":[165.84175974569695,-21.801556494332573]}"
755,6,6,6,6,6,6,1,0,755,0,,0,"{""type"":""Point"",""coordinates"":[165.84175974569695,-21.801287]}"
756,6,6,6,6,6,6,1,0,756,0,,0,"{""type"":""Point"",""coordinates"":[165.84175974569695,-21.8010175051604]}"
757,6,6,6,6,6,6,1,0,757,0,,39,"{""type"":""Point"",""coordinates"":[165.841934,-21.83136949433218]}"
758,6,6,6,6,6,6,1,0,758,1,5,78,"{""type"":""Point"",""coordinates"":[165.841934,-21.831099999999974]}"
759,6,6,6,6,6,6,1,0,759,1,5,45,"{""type"":""Point"",""coordinates"":[165.841934,-21.830830505160012]}"
760,6,6,6,6,6,6,1,0,760,0,,0,"{""type"":""Point"",""coordinates"":[165.8419626753348,-21.836245494332104]}"
761,6,6,6,6,6,6,1,0,761,1,10,45,"{""type"":""Point"",""coordinates"":[165.8419626753348,-21.835975999999995]}"
762,6,6,6,6,6,6,1,0,762,0,,0,"{""type"":""Point"",""coordinates"":[165.8419626753348,-21.83570650515996]}"
763,6,6,6,6,6,6,1,0,763,0,,0,"{""type"":""Point"",""coordinates"":[165.84198333182712,-21.839772494332088]}"
764,6,6,6,6,6,6,1,0,764,0,,0,"{""type"":""Point"",""coordinates"":[165.84198333182712,-21.839503000000008]}"
765,6,6,6,6,6,6,1,0,765,0,,27,"{""type"":""Point"",""coordinates"":[165.84198333182712,-21.839233505159925]}"
766,6,6,6,6,6,6,1,0,766,0,,0,"{""type"":""Point"",""coordinates"":[165.84205,-21.801556494332573]}"
767,6,6,6,6,6,6,1,0,767,0,,0,"{""type"":""Point"",""coordinates"":[165.84205,-21.801287]}"
768,6,6,6,6,6,6,1,0,768,0,,0,"{""type"":""Point"",""coordinates"":[165.84205,-21.8010175051604]}"
769,6,6,6,6,6,6,1,0,769,0,,0,"{""type"":""Point"",""coordinates"":[165.8422243147664,-21.83136949433218]}"
770,6,6,6,6,6,6,1,0,770,0,,29,"{""type"":""Point"",""coordinates"":[165.8422243147664,-21.83109999999997]}"
771,6,6,6,6,6,6,1,0,771,0,,16,"{""type"":""Point"",""coordinates"":[165.8422243147664,-21.83083050516001]}"
772,6,6,6,6,6,6,1,0,772,0,,0,"{""type"":""Point"",""coordinates"":[165.842253,-21.836245494332104]}"
773,6,6,6,6,6,6,1,0,773,1,10,45,"{""type"":""Point"",""coordinates"":[165.842253,-21.835975999999995]}"
774,6,6,6,6,6,6,1,0,774,1,5,37,"{""type"":""Point"",""coordinates"":[165.842253,-21.83570650515996]}"
775,6,6,6,6,6,6,1,0,775,0,,10,"{""type"":""Point"",""coordinates"":[165.84234025430308,-21.801556494332576]}"
776,6,6,6,6,6,6,1,0,776,0,,10,"{""type"":""Point"",""coordinates"":[165.84234025430308,-21.801287000000002]}"
777,6,6,6,6,6,6,1,0,777,0,,10,"{""type"":""Point"",""coordinates"":[165.84234025430308,-21.801017505160402]}"
778,6,6,6,6,6,6,1,0,778,0,,0,"{""type"":""Point"",""coordinates"":[165.84254332466517,-21.836245494332104]}"
779,6,6,6,6,6,6,1,0,779,1,10,45,"{""type"":""Point"",""coordinates"":[165.84254332466517,-21.835975999999995]}"
780,6,6,6,6,6,6,1,0,780,1,5,37,"{""type"":""Point"",""coordinates"":[165.84254332466517,-21.83570650515996]}"
781,6,6,6,6,6,6,1,1,781,1,9,44,"{""type"":""Point"",""coordinates"":[165.84290175229813,-21.7982984943326]}"
782,6,6,6,6,6,6,1,0,782,0,,16,"{""type"":""Point"",""coordinates"":[165.84290175229813,-21.798029]}"
783,6,6,6,6,6,6,1,0,783,0,,29,"{""type"":""Point"",""coordinates"":[165.84290175229813,-21.79775950516043]}"
784,6,6,6,6,6,6,1,0,784,0,,0,"{""type"":""Point"",""coordinates"":[165.84314166929184,-21.8392214943321]}"
785,6,6,6,6,6,6,1,0,785,0,,0,"{""type"":""Point"",""coordinates"":[165.84314166929184,-21.83895200000001]}"
786,6,6,6,6,6,6,1,0,786,0,,0,"{""type"":""Point"",""coordinates"":[165.84314166929184,-21.838682505159923]}"
787,6,6,6,6,6,6,1,0,787,1,9,12,"{""type"":""Point"",""coordinates"":[165.843192,-21.7982984943326]}"
788,6,6,6,6,6,6,1,0,788,0,,16,"{""type"":""Point"",""coordinates"":[165.843192,-21.798029]}"
789,6,6,6,6,6,6,1,0,789,0,,16,"{""type"":""Point"",""coordinates"":[165.843192,-21.79775950516043]}"
790,6,6,6,6,6,6,1,0,790,0,,0,"{""type"":""Point"",""coordinates"":[165.843432,-21.8392214943321]}"
791,6,6,6,6,6,6,1,0,791,1,5,45,"{""type"":""Point"",""coordinates"":[165.843432,-21.83895200000001]}"
792,6,6,6,6,6,6,1,0,792,0,,0,"{""type"":""Point"",""coordinates"":[165.843432,-21.83868250515992]}"
793,6,6,6,6,6,6,1,0,793,0,,0,"{""type"":""Point"",""coordinates"":[165.84348224770184,-21.7982984943326]}"
794,6,6,6,6,6,6,1,0,794,0,,9,"{""type"":""Point"",""coordinates"":[165.84348224770184,-21.798029]}"
795,6,6,6,6,6,6,1,0,795,0,,10,"{""type"":""Point"",""coordinates"":[165.84348224770184,-21.797759505160432]}"
796,6,6,6,6,6,6,1,0,796,0,,20,"{""type"":""Point"",""coordinates"":[165.84365669185632,-21.828106494332236]}"
797,6,6,6,6,6,6,1,0,797,0,,16,"{""type"":""Point"",""coordinates"":[165.84365669185632,-21.827837000000002]}"
798,6,6,6,6,6,6,1,0,798,0,,16,"{""type"":""Point"",""coordinates"":[165.84365669185632,-21.82756750516006]}"
799,6,6,6,6,6,6,1,0,799,0,,45,"{""type"":""Point"",""coordinates"":[165.84372233070815,-21.8392214943321]}"
800,6,6,6,6,6,6,1,0,800,0,,45,"{""type"":""Point"",""coordinates"":[165.84372233070815,-21.83895200000001]}"
801,6,6,6,6,6,6,1,0,801,0,,0,"{""type"":""Point"",""coordinates"":[165.84372233070815,-21.838682505159923]}"
802,6,6,6,6,6,6,1,0,802,0,,18,"{""type"":""Point"",""coordinates"":[165.843947,-21.828106494332232]}"
803,6,6,6,6,6,6,1,0,803,1,10,20,"{""type"":""Point"",""coordinates"":[165.843947,-21.827837]}"
804,6,6,6,6,6,6,1,0,804,0,,16,"{""type"":""Point"",""coordinates"":[165.843947,-21.82756750516006]}"
805,6,6,6,6,6,6,1,0,805,0,,20,"{""type"":""Point"",""coordinates"":[165.84401866710064,-21.84030049433205]}"
806,6,6,6,6,6,6,1,0,806,0,,0,"{""type"":""Point"",""coordinates"":[165.84401866710064,-21.840031000000003]}"
807,6,6,6,6,6,6,1,0,807,0,,16,"{""type"":""Point"",""coordinates"":[165.84401866710064,-21.839761505159903]}"
808,6,6,6,6,6,6,1,0,808,0,,37,"{""type"":""Point"",""coordinates"":[165.84423730814365,-21.828106494332232]}"
809,6,6,6,6,6,6,1,0,809,0,,20,"{""type"":""Point"",""coordinates"":[165.84423730814365,-21.827837]}"
810,6,6,6,6,6,6,1,0,810,1,10,28,"{""type"":""Point"",""coordinates"":[165.84423730814365,-21.82756750516006]}"
811,6,6,6,6,6,6,1,0,811,0,,20,"{""type"":""Point"",""coordinates"":[165.844309,-21.84030049433205]}"
812,6,6,6,6,6,6,1,0,812,1,5,37,"{""type"":""Point"",""coordinates"":[165.844309,-21.840031]}"
813,6,6,6,6,6,6,1,0,813,1,5,45,"{""type"":""Point"",""coordinates"":[165.844309,-21.839761505159903]}"
814,6,6,6,6,6,6,1,0,814,0,,16,"{""type"":""Point"",""coordinates"":[165.84446571330912,-21.817532494332355]}"
815,6,6,6,6,6,6,1,0,815,0,,16,"{""type"":""Point"",""coordinates"":[165.84446571330912,-21.81726299999998]}"
816,6,6,6,6,6,6,1,0,816,0,,20,"{""type"":""Point"",""coordinates"":[165.84446571330912,-21.816993505160184]}"
817,6,6,6,6,6,6,1,0,817,0,,37,"{""type"":""Point"",""coordinates"":[165.84448480718123,-21.771187494332946]}"
818,6,6,6,6,6,6,1,0,818,1,13,29,"{""type"":""Point"",""coordinates"":[165.84448480718123,-21.770917999999995]}"
819,6,6,6,6,6,6,1,0,819,1,13,37,"{""type"":""Point"",""coordinates"":[165.84448480718123,-21.770648505160782]}"
820,6,6,6,6,6,6,1,0,820,0,,25,"{""type"":""Point"",""coordinates"":[165.84456467921265,-21.83433549433217]}"
821,6,6,6,6,6,6,1,0,821,1,5,37,"{""type"":""Point"",""coordinates"":[165.84456467921265,-21.834066000000007]}"
822,6,6,6,6,6,6,1,0,822,1,5,45,"{""type"":""Point"",""coordinates"":[165.84456467921265,-21.833796505159995]}"
823,6,6,6,6,6,6,1,0,823,0,,12,"{""type"":""Point"",""coordinates"":[165.84459933289943,-21.84030049433205]}"
824,6,6,6,6,6,6,1,0,824,0,,25,"{""type"":""Point"",""coordinates"":[165.84459933289943,-21.840031]}"
825,6,6,6,6,6,6,1,0,825,1,5,45,"{""type"":""Point"",""coordinates"":[165.84459933289943,-21.839761505159903]}"
826,5,5,5,5,5,5,1,1,826,0,,0,"{""type"":""Point"",""coordinates"":[165.84474171825764,-21.815092494332394]}"
827,6,6,6,6,6,6,1,1,827,0,,0,"{""type"":""Point"",""coordinates"":[165.84474171825764,-21.814823000000004]}"
828,6,6,6,6,6,6,1,0,828,0,,37,"{""type"":""Point"",""coordinates"":[165.84474171825764,-21.814553505160234]}"
829,6,6,6,6,6,6,1,0,829,0,,16,"{""type"":""Point"",""coordinates"":[165.844756,-21.817532494332355]}"
830,6,6,6,6,6,6,1,0,830,0,,16,"{""type"":""Point"",""coordinates"":[165.844756,-21.81726299999998]}"
831,6,6,6,6,6,6,1,0,831,0,,20,"{""type"":""Point"",""coordinates"":[165.844756,-21.816993505160184]}"
832,6,6,6,6,6,6,1,0,832,0,,0,"{""type"":""Point"",""coordinates"":[165.84477580663506,-21.77145749433295]}"
833,6,6,6,6,6,6,1,0,833,0,,37,"{""type"":""Point"",""coordinates"":[165.844775,-21.771187494332946]}"
834,6,6,6,6,6,6,1,0,834,1,13,21,"{""type"":""Point"",""coordinates"":[165.844775,-21.77091799999999]}"
835,6,6,6,6,6,6,1,0,835,1,13,37,"{""type"":""Point"",""coordinates"":[165.844775,-21.770648505160782]}"
836,6,6,6,6,6,6,1,0,836,0,,25,"{""type"":""Point"",""coordinates"":[165.844855,-21.83433549433217]}"
837,6,6,6,6,6,6,1,0,837,1,5,37,"{""type"":""Point"",""coordinates"":[165.844855,-21.834066000000007]}"
838,6,6,6,6,6,6,1,0,838,0,,0,"{""type"":""Point"",""coordinates"":[165.844855,-21.833796505159995]}"
839,6,6,6,6,6,6,1,0,839,0,,0,"{""type"":""Point"",""coordinates"":[165.84485767811432,-21.834876494332146]}"
840,6,6,6,6,6,6,1,0,840,1,5,45,"{""type"":""Point"",""coordinates"":[165.84485767811432,-21.83460699999999]}"
841,6,6,6,6,6,6,1,0,841,0,,25,"{""type"":""Point"",""coordinates"":[165.84485767811432,-21.834337505159983]}"
842,5,5,5,5,5,5,1,1,842,0,,45,"{""type"":""Point"",""coordinates"":[165.845032,-21.81509249433239]}"
843,6,6,6,6,6,6,1,1,843,0,,45,"{""type"":""Point"",""coordinates"":[165.845032,-21.814823000000004]}"
844,6,6,6,6,6,6,1,0,844,0,,37,"{""type"":""Point"",""coordinates"":[165.845032,-21.814553505160234]}"
845,6,6,6,6,6,6,1,1,845,0,,0,"{""type"":""Point"",""coordinates"":[165.84504628669083,-21.817532494332355]}"
846,6,6,6,6,6,6,1,1,846,0,,0,"{""type"":""Point"",""coordinates"":[165.84504628669083,-21.81726299999998]}"
847,6,6,6,6,6,6,1,0,847,0,,20,"{""type"":""Point"",""coordinates"":[165.84504628669083,-21.81699350516018]}"
848,6,6,6,6,6,6,1,0,848,0,,6,"{""type"":""Point"",""coordinates"":[165.8450698055427,-21.771997494332936]}"
849,6,6,6,6,6,6,1,0,849,0,,41,"{""type"":""Point"",""coordinates"":[165.8450698055427,-21.771728000000003]}"
850,6,6,6,6,6,6,1,0,850,0,,21,"{""type"":""Point"",""coordinates"":[165.845066,-21.771457494332953]}"
851,6,6,6,6,6,6,1,0,851,0,,36,"{""type"":""Point"",""coordinates"":[165.84506519281882,-21.771187494332946]}"
852,6,6,6,6,6,6,1,0,852,1,13,21,"{""type"":""Point"",""coordinates"":[165.84506519281882,-21.770917999999995]}"
853,6,6,6,6,6,6,1,0,853,1,13,45,"{""type"":""Point"",""coordinates"":[165.84506519281882,-21.770648505160782]}"
854,6,6,6,6,6,6,1,0,854,0,,0,"{""type"":""Point"",""coordinates"":[165.845148,-21.83487649433215]}"
855,6,6,6,6,6,6,1,0,855,1,5,45,"{""type"":""Point"",""coordinates"":[165.845148,-21.83460699999999]}"
856,6,6,6,6,6,6,1,0,856,0,,25,"{""type"":""Point"",""coordinates"":[165.8451453207873,-21.83433549433217]}"
857,6,6,6,6,6,6,1,0,857,1,5,37,"{""type"":""Point"",""coordinates"":[165.8451453207873,-21.834066000000007]}"
858,6,6,6,6,6,6,1,0,858,0,,0,"{""type"":""Point"",""coordinates"":[165.8451453207873,-21.833796505159995]}"
859,6,6,6,6,6,6,1,1,859,0,,45,"{""type"":""Point"",""coordinates"":[165.84532228174237,-21.81509249433239]}"
860,6,6,6,6,6,6,1,1,860,0,,45,"{""type"":""Point"",""coordinates"":[165.84532228174237,-21.814823]}"
861,6,6,6,6,6,6,1,0,861,0,,37,"{""type"":""Point"",""coordinates"":[165.84532228174237,-21.814553505160234]}"
862,6,6,6,6,6,6,1,0,862,0,,6,"{""type"":""Point"",""coordinates"":[165.84536,-21.771997494332936]}"
863,6,6,6,6,6,6,1,0,863,0,,41,"{""type"":""Point"",""coordinates"":[165.84536,-21.771728000000003]}"
864,6,6,6,6,6,6,1,0,864,0,,21,"{""type"":""Point"",""coordinates"":[165.84535619336498,-21.77145749433295]}"
865,6,6,6,6,6,6,1,0,865,1,13,36,"{""type"":""Point"",""coordinates"":[165.84535619336498,-21.771187999999995]}"
866,6,6,6,6,6,6,1,0,866,1,13,21,"{""type"":""Point"",""coordinates"":[165.84535619336498,-21.770918505160797]}"
867,6,6,6,6,6,6,1,0,867,1,5,78,"{""type"":""Point"",""coordinates"":[165.8454396775702,-21.835144494332127]}"
868,6,6,6,6,6,6,1,0,868,1,5,78,"{""type"":""Point"",""coordinates"":[165.8454383218857,-21.834876494332146]}"
869,6,6,6,6,6,6,1,0,869,0,,45,"{""type"":""Point"",""coordinates"":[165.8454383218857,-21.83460699999999]}"
870,6,6,6,6,6,6,1,0,870,0,,37,"{""type"":""Point"",""coordinates"":[165.8454383218857,-21.834337505159986]}"
871,6,6,6,6,6,6,1,0,871,0,,41,"{""type"":""Point"",""coordinates"":[165.84565019445733,-21.771997494332936]}"
872,6,6,6,6,6,6,1,0,872,0,,20,"{""type"":""Point"",""coordinates"":[165.84565019445733,-21.771728000000003]}"
873,6,6,6,6,6,6,1,0,873,0,,21,"{""type"":""Point"",""coordinates"":[165.84565019445733,-21.77145850516077]}"
874,6,6,6,6,6,6,1,0,874,1,5,97,"{""type"":""Point"",""coordinates"":[165.84573,-21.83514449433213]}"
875,6,6,6,6,6,6,1,0,875,1,5,97,"{""type"":""Point"",""coordinates"":[165.84573,-21.83487500000001]}"
876,6,6,6,6,6,6,1,0,876,0,,45,"{""type"":""Point"",""coordinates"":[165.84573,-21.83460550515997]}"
877,6,6,6,6,6,6,1,0,877,0,,29,"{""type"":""Point"",""coordinates"":[165.84602032242975,-21.835144494332127]}"
878,6,6,6,6,6,6,1,0,878,0,,29,"{""type"":""Point"",""coordinates"":[165.84602032242975,-21.83487500000001]}"
879,6,6,6,6,6,6,1,0,879,0,,45,"{""type"":""Point"",""coordinates"":[165.84602032242975,-21.83460550515997]}"
880,6,6,6,6,6,6,1,0,880,0,,45,"{""type"":""Point"",""coordinates"":[165.84601767867665,-21.834599494332124]}"
881,6,6,6,6,6,6,1,0,881,0,,0,"{""type"":""Point"",""coordinates"":[165.84601767867665,-21.834329999999987]}"
882,6,6,6,6,6,6,1,0,882,0,,47,"{""type"":""Point"",""coordinates"":[165.84601767867665,-21.834060505159968]}"
883,6,6,6,6,6,6,1,0,883,0,,16,"{""type"":""Point"",""coordinates"":[165.846055765507,-21.79177749433269]}"
884,6,6,6,6,6,6,1,0,884,0,,0,"{""type"":""Point"",""coordinates"":[165.846055765507,-21.791508]}"
885,6,6,6,6,6,6,1,0,885,0,,0,"{""type"":""Point"",""coordinates"":[165.846055765507,-21.791238505160536]}"
886,6,6,6,6,6,6,1,0,886,0,,0,"{""type"":""Point"",""coordinates"":[165.846308,-21.834599494332124]}"
887,1,1,3,3,3,3,1,0,887,1,5,79,"{""type"":""Point"",""coordinates"":[165.846308,-21.83432999999999]}"
888,1,1,3,3,3,3,1,0,888,0,,52,"{""type"":""Point"",""coordinates"":[165.846308,-21.834060505159968]}"
889,6,6,6,6,6,6,1,1,889,1,5,16,"{""type"":""Point"",""coordinates"":[165.84633466932632,-21.83920449433207]}"
890,6,6,6,6,6,6,1,0,890,0,,0,"{""type"":""Point"",""coordinates"":[165.84633466932632,-21.838934999999992]}"
891,6,6,6,6,6,6,1,0,891,0,,0,"{""type"":""Point"",""coordinates"":[165.84633466932632,-21.838665505159913]}"
892,6,6,6,6,6,6,1,0,892,1,5,37,"{""type"":""Point"",""coordinates"":[165.846346,-21.79177749433269]}"
893,6,6,6,6,6,6,1,0,893,0,,16,"{""type"":""Point"",""coordinates"":[165.846346,-21.791508]}"
894,6,6,6,6,6,6,1,0,894,0,,16,"{""type"":""Point"",""coordinates"":[165.846346,-21.791238505160536]}"
895,6,6,6,6,6,6,1,0,895,0,,55,"{""type"":""Point"",""coordinates"":[165.84659832132326,-21.834599494332128]}"
896,6,6,6,6,6,6,1,0,896,0,,51,"{""type"":""Point"",""coordinates"":[165.84659832132326,-21.83432999999999]}"
897,6,6,6,6,6,6,1,0,897,0,,59,"{""type"":""Point"",""coordinates"":[165.84659832132326,-21.83406050515997]}"
898,6,6,6,6,6,6,1,0,898,0,,0,"{""type"":""Point"",""coordinates"":[165.84662499999996,-21.839204494332066]}"
899,6,6,6,6,6,6,1,0,899,1,5,16,"{""type"":""Point"",""coordinates"":[165.84662499999996,-21.838934999999992]}"
900,6,6,6,6,6,6,1,0,900,0,,0,"{""type"":""Point"",""coordinates"":[165.84662499999996,-21.83866550515991]}"
901,6,6,6,6,6,6,1,0,901,0,,9,"{""type"":""Point"",""coordinates"":[165.84663623449305,-21.79177749433269]}"
902,6,6,6,6,6,6,1,0,902,0,,8,"{""type"":""Point"",""coordinates"":[165.84663623449305,-21.791508]}"
903,6,6,6,6,6,6,1,0,903,1,13,21,"{""type"":""Point"",""coordinates"":[165.84663623449305,-21.79123850516054]}"
904,6,6,6,6,6,6,1,0,904,0,,22,"{""type"":""Point"",""coordinates"":[165.84687368363814,-21.83215549433218]}"
905,6,6,6,6,6,6,1,0,905,0,,29,"{""type"":""Point"",""coordinates"":[165.84687368363814,-21.831886000000008]}"
906,6,6,6,6,6,6,1,0,906,0,,6,"{""type"":""Point"",""coordinates"":[165.84687368363814,-21.831616505160014]}"
907,6,6,6,6,6,6,1,0,907,0,,0,"{""type"":""Point"",""coordinates"":[165.8469153306736,-21.83920449433207]}"
908,6,6,6,6,6,6,1,0,908,0,,0,"{""type"":""Point"",""coordinates"":[165.8469153306736,-21.838934999999992]}"
909,6,6,6,6,6,6,1,1,909,0,,0,"{""type"":""Point"",""coordinates"":[165.8469153306736,-21.83866550515991]}"
910,6,6,6,6,6,6,1,0,910,1,10,16,"{""type"":""Point"",""coordinates"":[165.847164,-21.83215549433218]}"
911,6,6,6,6,6,6,1,0,911,1,10,16,"{""type"":""Point"",""coordinates"":[165.847164,-21.83188600000001]}"
912,6,6,6,6,6,6,1,0,912,1,10,20,"{""type"":""Point"",""coordinates"":[165.847164,-21.831616505160014]}"
913,6,6,6,6,6,6,1,0,913,0,,9,"{""type"":""Point"",""coordinates"":[165.84718977484798,-21.78716449433276]}"
914,6,6,6,6,6,6,1,0,914,0,,16,"{""type"":""Point"",""coordinates"":[165.84718977484798,-21.786895000000012]}"
915,6,6,6,6,6,6,1,0,915,0,,40,"{""type"":""Point"",""coordinates"":[165.84718977484798,-21.786625505160604]}"
916,6,6,6,6,6,6,1,0,916,0,,6,"{""type"":""Point"",""coordinates"":[165.8474543163618,-21.83215549433218]}"
917,6,6,6,6,6,6,1,0,917,0,,0,"{""type"":""Point"",""coordinates"":[165.8474543163618,-21.83188600000001]}"
918,6,6,6,6,6,6,1,0,918,0,,0,"{""type"":""Point"",""coordinates"":[165.8474543163618,-21.831616505160014]}"
919,6,6,6,6,6,6,1,0,919,1,10,16,"{""type"":""Point"",""coordinates"":[165.847457682544,-21.83269449433216]}"
920,6,6,6,6,6,6,1,0,920,1,10,16,"{""type"":""Point"",""coordinates"":[165.847457682544,-21.832425000000004]}"
921,6,6,6,6,6,6,1,0,921,0,,6,"{""type"":""Point"",""coordinates"":[165.847457682544,-21.832155505160003]}"
922,6,6,6,6,6,6,1,0,922,1,13,45,"{""type"":""Point"",""coordinates"":[165.84748,-21.787164494332757]}"
923,6,6,6,6,6,6,1,0,923,1,9,55,"{""type"":""Point"",""coordinates"":[165.84748,-21.786895000000012]}"
924,6,6,6,6,6,6,1,0,924,1,13,6,"{""type"":""Point"",""coordinates"":[165.84748,-21.7866255051606]}"
925,6,6,6,6,6,6,1,0,925,0,,0,"{""type"":""Point"",""coordinates"":[165.84750676552116,-21.79177049433269]}"
926,6,6,6,6,6,6,1,0,926,0,,0,"{""type"":""Point"",""coordinates"":[165.84750676552116,-21.791501]}"
927,6,6,6,6,6,6,1,0,927,0,,0,"{""type"":""Point"",""coordinates"":[165.84750676552116,-21.791231505160543]}"
